"ROCK.NAME","SIO2.WT..","LA.PPM.","CE.PPM.","PR.PPM.","ND.PPM.","SM.PPM.","EU.PPM.","GD.PPM.","TB.PPM.","DY.PPM.","HO.PPM.","ER.PPM.","TM.PPM.","YB.PPM.","LU.PPM.","AVERAGE_LAT","AVERAGE_LON"
"TEPHRITIC-PHONOLITE",54.17,66,124,13,47.6,9,2.2,7,1,4.9,1,2.6,0.4,2.5,0.4,40.78,14.05
"TEPHRITIC-PHONOLITE",52.792672925,145.768242070019,246.151054458463,26.3394443008998,91.5308086832173,14.7226550849747,4.08692936826556,10.1944806009299,1.3675351556882,7.06690827104266,1.31091454962494,3.4132564711527,0.482006051557625,3.05124936884101,0.482051764702164,-0.54212,-77.628198
"TEPHRITIC-PHONOLITE",49.64,127.48,221.23,23.64,83.15,14.34,3.94,11.19,1.54,7.47,1.33,3.41,0.51,2.88,0.44,28.57,-17.87
"TEPHRITIC-PHONOLITE",52.863855025,145.355721041128,247.315967258799,26.103389424623,90.784706985294,14.6120823438351,4.05268813100373,10.0741944182634,1.36180422947058,7.04384056376114,1.31284009034391,3.38414480125491,0.474265147371267,3.00159476984036,0.470822924283023,-0.545823,-77.626857
"TEPHRITIC-PHONOLITE / NOT GIVEN",54.09,237,474,48,158,21,4.4,12,1.4,5.8,0.8,2.3,0.3,1.5,0.2,33.85,83.25
"TEPHRITIC-PHONOLITE",55.225,82.6162776906674,151.656445567575,13.6265581846588,44.7774554263091,6.93555991419875,1.70828369400476,6.0724601272071,1.22140219309095,4.97516557241328,0.919421554651869,2.46776531770921,0.444035641342156,2.58009973825265,0.422054170814546,-78.4966,163.3966
"TEPHRITIC-PHONOLITE",54.1,215.5,420.6,43.2,152,22.3,5.3,10.66,1.44,6.31,0.96,2.52,0.38,2.43,0.38,39.4,28
"TEPHRITIC-PHONOLITE / PUMICE",55.65,63,125,13.7,47.4,9,2.4,7,0.9,5,0.9,2.6,0.4,2.4,0.4,40.78,14.05
"TEPHRITIC-PHONOLITE",53.54,51.5,89.1,10.4,43.3,7.86,1.87,7.76,1.33,8.44,1.92,5.62,0.91,5.38,0.7,60,72
"TEPHRITIC-PHONOLITE",51.84,330.5,610.6,61.47,203.1,29,7.43,14.03,1.89,8.08,1.14,2.97,0.42,2.79,0.37,39.3614,28.0107
"TEPHRITIC-PHONOLITE",57.98,146,237,21.6,67.93,7.83,1.9,4.8,0.7,3.6,0.7,2.4,0.38,2.5,0.36,-23.25,-56
"TEPHRITIC-PHONOLITE / PUMICE",55.52,64,123,13.3,47.1,8,2.2,6,0.9,5,0.9,2.5,0.4,2.3,0.4,40.78,14.05
"TEPHRITIC-PHONOLITE",55.93,75,147,16,57,9.44,2.46,6.95,1.03,5.2,0.98,2.8,0.37,2.72,0.4,40.85,14.3
"TEPHRITIC-PHONOLITE",45.36,53.8,91.8,10.2,39.6,8,2.61,6.7,1,5,0.9,2.4,0.34,2,0.3,16.1,-22.85
"TEPHRITIC-PHONOLITE",55.8,183,328,33.9,120.94,16.13,4.07,9.7,1.1,5.8,1,3,0.41,2.6,0.37,-22.75,-56.2667
"TEPHRITIC-PHONOLITE",54.24,52,109.9,12.45,46.4,9.02,2.68,9.11,1.48,8.57,1.8,5.56,0.84,5.4,0.77,39.2,44
"TEPHRITIC-PHONOLITE",51.83,53.8,114.3,13.12,50.8,9.43,2.85,9.84,1.6,9.37,1.98,5.54,0.88,5.57,0.83,39.2,44
"TEPHRITIC-PHONOLITE",50.21,43,89,13.4,45,8.6,2.43,7.3,0.96,5.1,0.79,2.05,0.28,1.8,0.26,38,30
"LATITE / TEPHRITIC-PHONOLITE / PUMICE",55.04,72.92,128.5,13.02,50.44,9.181,2.323,7.044,0.963,5.073,0.895,2.427,0.362,2.466,0.376,40.795,14.163
"TEPHRITIC-PHONOLITE",55,162.3,321,34.9,121.2,17.19,4.23,12.64,1.47,7.44,1.35,3.48,0.52,3.37,0.51,33.3833,85.1667
"TEPHRITIC-PHONOLITE",53.11,101.61,186.19,20.03,72.85,11.37,3.33,9.44,1.3,6.73,1.26,3.22,0.48,2.86,0.4,28.6,-17.9
"TEPHRITIC-PHONOLITE / NOT GIVEN",51.27,322,578,54.6,169,22.7,5.3,14.6,1.9,8.3,1.3,3.5,0.5,3.1,0.5,33.85,83.25
"TEPHRITIC-PHONOLITE",46.77,114.7,204.1,22.29,76.46,13.07,3.62,10.41,1.36,6.58,1.11,2.85,0.35,2.32,0.31,24.9,5.95
"TEPHRITIC-PHONOLITE",53.79,212.5,441.7,55.2,224.1,33.4,4.27,13.6,1.48,6.2,0.98,2.24,0.31,1.84,0.28,30.85,86.66
"TEPHRITIC-PHONOLITE",58.53,121.53,211.39,21.58,67.48,10.03,3.08,10.22,1.22,6.3,1.2,3.37,0.41,2.91,0.41,28.3,-16.6
"TEPHRITIC-PHONOLITE",49.6,146.08,231.82,23.26,77.83,12.68,3.78,9.97,1.37,6.7,1.19,3.11,0.44,2.59,0.37,28.57,-17.87
"TEPHRITIC-PHONOLITE",50.97,211.313,371.118,38.078,127.46,15.155,3.566,9.714,0.989,4.722,0.803,1.959,0.256,1.482,0.215,-22.75,-56.2667
"TEPHRITIC-PHONOLITE",56.13,264,390,39,120,16,3.6,8.2,0.98,4.5,0.75,1.8,0.28,1.7,0.31,49.5,-119.6
"TEPHRITIC-PHONOLITE",48.42,179.9,357.4,40.84,151.1,21.53,5.13,14.91,1.61,7.64,1.28,2.98,0.39,2.37,0.34,33.0167,85.25
"TEPHRITIC-PHONOLITE",44.5,43.39,87.37,11.15,167.354,12.03,3.82,13.56,1.92,9.91,2.25,5.73,0.85,4.43,0.71,40.665,79.525
"TEPHRITIC-PHONOLITE",48.76,161,308,35.7,124,18.7,4.19,13.2,1.46,6.3,1.03,2.41,0.291,1.69,0.224,50,126
"NOT GIVEN / TEPHRITIC-PHONOLITE",56.35,111.02,185.78,20.9033333333333,76.8433333333333,12.5433333333333,3.18666666666667,9.07333333333333,1.15,6.04,1.08733333333333,2.84333333333333,0.401,2.57666666666667,0.375666666666667,38.75,30.67
"TEPHRITIC-PHONOLITE",54.09,56,116,15,64,11,1.8,11,1.5,8,1.6,4.2,0.5,3.5,0.45,-28.67,17.2
"TEPHRITIC-PHONOLITE",47.54,99.4,174,17.5,60.6,10,2.89,8.29,1.25,6.92,1.35,3.86,0.56,3.62,0.52,30.3,-16.1681
"TEPHRITIC-PHONOLITE",60.0675231525782,30.7143333333333,60.899,7.52066666666667,31.0156666666667,6.807,1.608,5.31566666666667,0.736,3.79766666666667,0.691666666666667,2.33033333333333,0.3275,2.028,0.401666666666667,42.7011,27.6477
"TEPHRITIC-PHONOLITE",49.24,124.79,215.81,22.78,77.88,12.82,3.87,10.63,1.43,7.02,1.32,3.24,0.46,2.75,0.39,28.57,-17.87
"TEPHRITIC-PHONOLITE",53.73,62,146,17,71,14,3.3,14,2.3,14,2.7,7.2,1,6.3,0.86,-28.67,17.2
"TEPHRITIC-PHONOLITE",53.38,83.7,133,17.2,61.6,10.36,2.5,9.2,1.18,6.32,1.21,3.16,0.47,3.01,0.46,30.5,90.5
"TEPHRITIC-PHONOLITE",53.98,312,473,50.9,165.97,18.97,4.91,12.4,1.4,7.4,1.3,4.2,0.55,3.5,0.5,-23.25,-56
"TEPHRITIC-PHONOLITE",48.15,118.7,211.29,23.06,85.65,15.28,4.32,12.08,1.65,7.61,1.4,3.61,0.51,2.97,0.43,28.57,-17.87
"TEPHRITIC-PHONOLITE",52.17,54.3,116,13.51,49.9,9.75,2.83,9.63,1.59,9.41,1.96,5.49,0.85,5.72,0.81,39.2,44
"TEPHRITIC-PHONOLITE",52.77,142,294,45.7,185,34.5,6.58,18.9,1.96,7,0.99,2.28,0.28,1.88,0.26,32,82
"TEPHRITIC-PHONOLITE",47.95,180.6,312.4,35.79,121.9,16.9,5.29,10.14,1.14,5.29,0.89,2.2,0.3,1.93,0.28,49.315,-119.13
"TEPHRITIC-PHONOLITE",51.5,216.6,373.1,42.06,142,18.98,4.44,10.73,1.2,5.68,0.9,2.26,0.28,1.83,0.29,49.315,-119.13
"TEPHRITIC-PHONOLITE",52.1,166,335,40,152,27,8.07,20,2.73,14.09,2.4,5.66,0.75,4.2,0.6,18.87166667,46.66102778
"TEPHRITIC-PHONOLITE / SCORIA",54.33,62,119,13.8,48.1,9,2.5,7,1,5,1,2.6,0.4,2.4,0.4,40.78,14.05
"TEPHRITIC-PHONOLITE / PUMICE",55.4,68,127,14.5,51,9,2.5,7,1,5,0.9,2.4,0.4,2.3,0.4,40.795,14.163
"TEPHRITIC-PHONOLITE",52.9,77.1,127,15.7,57.6,9.6,2.31,8.69,1.09,5.86,1.11,2.97,0.42,2.66,0.4,30.5,90.5
"TEPHRITIC-PHONOLITE / PUMICE",56.82,73,139,15,50,9,2.2,6,0.9,4.7,0.9,2.5,0.4,2.6,0.4,40.78,14.05
"TEPHRITIC-PHONOLITE",53.11,177.7,419.8,39.71,149.3,18.3,4.94,10.86,1.36,6.03,0.93,2.49,0.35,2.31,0.35,39.3614,28.0107
"TEPHRITIC-PHONOLITE / PHONOLITE",56,65,124,13.4,49.2,9,2.2,6,0.9,4.8,0.8,2.3,0.3,2.2,0.3,40.78,14.05
"TEPHRITIC-PHONOLITE",48.03,115.17,202.86,21.97,77.93,13.23,3.93,10.61,1.44,6.85,1.29,3.21,0.43,2.78,0.38,28.57,-17.87
"TEPHRITIC-PHONOLITE",52.35,361.88,675.34,77.33,230.95,39.45,9.23,22.47,2.89,12.31,2.11,5.95,0.77,4.67,0.69,33.5,87.5
"TEPHRITIC-PHONOLITE / PUMICE",55.96,63,124,13.5,50,9,2.3,7,1,4.8,0.9,2.4,0.4,2.5,0.4,40.78,14.05
"TEPHRITIC-PHONOLITE",52.93,20.2,46.4,5.81,24.7,4.65,1.75,4.22,0.64,3.54,0.67,1.86,0.24,1.78,0.25,61,33
"TEPHRITIC-PHONOLITE",56.67,68,127,14.1,47.7,9,2.3,6,0.9,4.6,0.9,2.3,0.3,2.3,0.3,40.78,14.05
"TEPHRITIC-PHONOLITE",52.61,197.5,327.7,36,116.4,15.2,3.66,8.45,0.98,4.59,0.76,1.93,0.27,1.76,0.24,49.315,-119.13
"TEPHRITIC-PHONOLITE",51.95,57.18,115.9,13.79,56.61,10.64,2.41,6.02,0.79,4.07,0.6,1.48,0.22,0.98,0.13,45.8317,101.1399
"TEPHRITIC-PHONOLITE",52.3,204.2,344,37.57,122.5,16.14,3.84,9.13,1.03,4.88,0.79,1.99,0.27,1.83,0.28,49.315,-119.13
"TEPHRITIC-PHONOLITE",55.1,122.92,182.74,16.45,49.83,7.31,2.23,5.71,0.82,4.24,0.88,2.41,0.36,2.48,0.38,28.57,-17.87
"TEPHRITIC-PHONOLITE / NOT GIVEN",53.87,553,934,89.7,247,30.8,6.9,21.5,2.7,11.9,2.1,5.7,0.8,5,0.8,33.85,83.25
"TEPHRITIC-PHONOLITE",49.42,90.11,166.8,18.44,67.94,12.26,3.59,9.47,1.36,7.2,1.32,3.02,0.44,2.51,0.37,28.6,-17.9
"TEPHRITIC-PHONOLITE",55.69,54.5,110.6,12.47,47.1,8.69,2.74,8.58,1.47,8.23,1.77,5.37,0.85,5.47,0.78,39.2,44
"TEPHRITIC-PHONOLITE",53.9,72.5,125,14,56.2,10.3,3.1,7.6,1.2,4.9,0.9,2.4,0.4,2.4,0.4,40.639,44.58325
"TEPHRITIC-PHONOLITE",53.07,207.3,353.6,38.62,125.9,16.61,3.91,9.42,1.03,4.83,0.79,1.94,0.27,1.7,0.26,49.315,-119.13
"TEPHRITIC-PHONOLITE",55.04,119,236,26.2,92.3,14.1,4,10.6,1.45,7.44,1.38,3.49,0.474,2.89,0.409,-37.05,-12.3
"TEPHRITIC-PHONOLITE",52.03,269.02,620.49,62.71,192.48,34.02,8.13,20.33,2.56,11,1.93,5.28,0.71,4.19,0.62,33.5,87.5
"TEPHRITIC-PHONOLITE",49.65,172,316,37.5,128,19.8,4.32,13.5,1.48,6.13,1.03,2.37,0.298,1.64,0.222,50,126
"TEPHRITIC-PHONOLITE",57.8,111.5,214,23.6,81.2,14.5,1.86,10.95,1.69,9.22,1.76,5.41,0.73,5.47,0.76,40.82,14.07
"PHONOLITIC-TEPHRITE / TEPHRITIC-PHONOLITE / NOT GIVEN",52,190.2,373.4,43.6,163.8,23.3,5.1,15.6,1.6,6.9,1.1,2.5,0.3,1.8,0.2,35.2,79.5
"TEPHRITIC-PHONOLITE",52.93,36.39,108.89,6.45,22.08,3.44,1.07,2.7,0.41,2.24,0.39,1.08,0.15,0.99,0.14,28.4,-16.5
"TEPHRITIC-PHONOLITE",54.03,341.2,598.3,68.8,243.4,34.06,8.37,19.4,2.22,9.69,1.3,3.96,0.49,2.96,0.45,39.4,28
"TEPHRITIC-PHONOLITE",50.82,207.1,359.9,40.35,145.35,19.25,4.31,10.64,1.17,5.4,0.87,2.34,0.3,1.88,0.28,49.315,-119.13
"TEPHRITIC-PHONOLITE",47.49,203,404,45.93,169,23.61,5.45,16.36,1.73,8.02,1.35,3.14,0.42,2.45,0.36,33.95,85.2333
"TEPHRITIC-PHONOLITE",56.87,72,142,15.6,54,10,2.8,7,1,5,1,2.5,0.4,2.5,0.4,40.78,14.05
"TEPHRITIC-PHONOLITE",57.31,69,134,14.6,53,10,2.6,8,1.1,6,1.1,2.7,0.4,2.6,0.4,40.78,14.05
"TEPHRITIC-PHONOLITE",52.89,111,217,24,84.3,13.1,3.73,9.79,1.34,6.86,1.26,3.14,0.436,2.66,0.379,-37.05,-12.3
"TEPHRITIC-PHONOLITE / TRACHYANDESITE",55.23,148.5,354,49.5,209,34.1,5.01,19.8,1.86,7.3,1,2.58,0.3,1.94,0.28,31.85,86.6567
"TEPHRITIC-PHONOLITE",52.718354525,145.523876108,245.281033859128,26.076950821394,91.0009412156868,14.6590429964139,4.07171373471281,10.0391449381724,1.34138678456257,7.01221090611591,1.29228214339968,3.33506513496363,0.471224719899179,2.99809740108777,0.473909188922306,-0.54212,-77.628198
"TEPHRITIC-PHONOLITE",46.62,121.5,239.3,24.39,87.4,13.42,3.25,7.82,1.06,4.96,0.84,2.26,0.32,2.05,0.3,41,39.25
"TEPHRITIC-PHONOLITE",48.91,167,316,36.1,124,19.1,4.23,13.3,1.45,6.03,0.957,2.14,0.276,1.61,0.217,50,126
"TEPHRITIC-PHONOLITE",55.89,66,127,14,54,9,2.5,7,0.9,4.9,0.9,2.5,0.4,2.4,0.4,40.78,14.05
"TEPHRITIC-PHONOLITE",52.91,197.4,330.6,35.87,117.2,15.35,3.67,8.72,0.96,4.66,0.76,1.98,0.26,1.8,0.26,49.315,-119.13
"TEPHRITIC-PHONOLITE",52.86144325,146.389443319132,247.229484865595,26.3162422861038,91.4239809424826,14.8455357734832,4.11629279415397,10.2471842778955,1.35883706267188,7.11321918578996,1.30728317904053,3.37724635225119,0.484065375083819,3.03037869548365,0.466769724063113,-0.545823,-77.626857
"TEPHRITIC-PHONOLITE",53.5,22.5,46.4,5.6,20.2,4.1,1,3.9,0.6,3.2,0.6,1.6,0.3,1.9,0.2,29.5,-9
"TEPHRITIC-PHONOLITE",53.5157583746285,19.5,43.2333333333333,5.56,24.3666666666667,5.51333333333333,1.66,4.76333333333333,0.601333333333333,3.44666666666667,0.705333333333333,1.99,0.280333333333333,1.96,0.25,42.661,27.4479
"TEPHRITIC-PHONOLITE",43.14,135.8,261.9,26.52,93,12.3,3.02,6.9,0.92,4.12,0.67,1.83,0.26,1.53,0.23,41,39.25
"TEPHRITIC-PHONOLITE",56.26,71,137,14.7,54,10,2.5,8,1.1,5,1.1,2.8,0.4,2.6,0.4,40.78,14.05
"TEPHRITIC-PHONOLITE",49.02,168,320,36.7,125,19.7,4.32,13.4,1.48,6.41,1.03,2.31,0.295,1.68,0.228,50,126
"TEPHRITIC-PHONOLITE",49.3,103.97,196.24,22.13,81.03,13.93,4.26,11.01,1.55,7.77,1.42,3.5,0.47,2.92,0.41,28.6,-17.9
"TEPHRITIC-PHONOLITE",49.07,177.7,290.8,28.3,101.7,13.1,3.01,7.61,1.02,4.57,0.86,2.38,0.35,2.31,0.29,40.9,39.7
"TEPHRITIC-PHONOLITE",55.02,123.9,265,35.8,141,26.3,5.07,18.2,2.06,8.9,1.34,3.41,0.44,2.94,0.45,31.4617,84.3883
"TEPHRITIC-PHONOLITE",58.9,132,250,24.4,85.2,15.5,1.58,10.65,1.67,9,1.74,5.11,0.75,5.19,0.78,40.82,14.07
"THOLEIITIC ANDESITE",56.1,2.01,5.83,0.97,5.3,1.72,0.64,2.21,0.34,2.5,0.47,1.53,0.24,1.59,0.27,30.861,141.3142
"THOLEIITIC ANDESITE / NOT GIVEN",51.83,16,32,4.4,19,5,1.8,5.4,0.91,5,0.94,2.4,0.39,2.1,0.28,37.27,15.02
"BASALTIC-ANDESITE / THOLEIITIC ANDESITE",53.54,13.7,32,4.55,19.59,5.173,1.59,6.91,1.2,8.03,1.64,5.1,0.76,5.23,0.78,33.125,107.8
"THOLEIITIC ANDESITE",48.85,21,49,6.6,27,5.7,1.97,6.1,0.82,4.5,0.88,2.4,0.31,1.9,0.3,-28.3972,153.2708
"THOLEIITIC ANDESITE",53.52,18.5,43,5.4,21,5.4,1.87,6,0.78,4.5,0.87,2.13,0.28,1.67,0.26,-28.2667,153.2167
"THOLEIITIC ANDESITE",50.67,3.38,9.22,1.43,6.84,2.44,0.9,3.49,0.6,4.08,0.85,2.43,0.36,2.46,0.38,65.729339793,29.246785862
"THOLEIITIC ANDESITE",52.99,9.5,20,2.9,14,4.7,1.5,5.5,1,5.2,1,2.6,0.42,2.7,0.37,37.27,15.02
"THOLEIITIC ANDESITE",56,2.97,6.43,1.02,5.25,1.56,0.55,2.03,0.35,2.55,0.53,1.64,0.29,1.81,0.3,30.861,141.3142
"THOLEIITIC ANDESITE / NOT GIVEN",60.62,2.72,6.78,0.92,4.06,1.21,0.46,1.62,0.26,1.79,0.4,1.24,0.18,1.29,0.21,-15.965,-173.97
"BASALT / THOLEIITIC ANDESITE / ANDESITE / NOT GIVEN",58.1,1.57,5.1,0.98,5.62,2.16,0.84,3.27,0.64,4.38,0.98,2.93,0.47,3.05,0.48,-19.4883,-175.9633
"THOLEIITIC ANDESITE",56.51,2.11,6.47,1.17,6.84,2.95,0.98,4.09,0.76,5.27,1.17,3.44,0.53,3.33,0.51,-21.03,-174.92
"THOLEIITIC ANDESITE",59.2,2.01,6.59,1.17,6.23,2.25,0.89,3.1,0.55,3.66,0.79,2.37,0.35,2.22,0.34,-21.03,-174.92
"THOLEIITIC ANDESITE",58.87,2.07,7.15,1.32,7.35,2.83,1.1,3.71,0.69,4.61,0.99,2.81,0.43,2.77,0.42,-21.03,-174.92
"THOLEIITIC ANDESITE",56.05,1.9,6.43,1.24,6.87,2.49,0.97,3.42,0.68,4.34,0.96,2.74,0.43,2.7,0.4,-21.03,-174.92
"THOLEIITIC ANDESITE",58.35,2.88,5.82,0.93,4.55,1.22,0.44,1.55,0.28,1.78,0.38,1.14,0.18,1.24,0.2,-15.965,-173.97
"THOLEIITIC ANDESITE",56.85,2.31,5.25,0.81,3.74,1.08,0.41,1.35,0.25,1.72,0.36,1.13,0.19,1.19,0.2,-15.965,-173.97
"THOLEIITIC ANDESITE",56.28,4.38,12.2,2.07,11.3,3.69,1.31,4.91,0.88,5.84,1.28,3.75,0.59,3.77,0.6,-22.29,-176.635
"THOLEIITIC ANDESITE",54.74,7.06,17.32,2.28,10.99,2.9,0.96,3.57,0.5,3.72,0.79,2.22,0.31,2.08,0.31,48.55,-56.65
"THOLEIITIC ANDESITE",58.56,7.25,18.33,2.56,11.88,3.16,1.09,4.12,0.6,3.9,0.76,2.39,0.26,1.58,0.28,48.55,-56.65
"THOLEIITIC ANDESITE",57.85,4.74,11.49,1.6,7.35,2.46,0.8,2.34,0.32,2.47,0.49,1.34,0.24,1.28,0.2,48.55,-56.65
"THOLEIITIC ANDESITE",57.06,3.29,8.23,1.12,5.26,1.14,0.41,1.19,0.14,1,0.18,0.61,0.07,0.76,0.13,48.55,-56.65
"THOLEIITIC ANDESITE",64.17,4.69,12.02,1.64,8.15,2.13,0.55,2.47,0.34,2.07,0.35,1,0.16,1.48,0.2,48.55,-56.65
"THOLEIITIC ANDESITE",58.29,1.59,4.41,0.6,3.59,1.3,0.51,1.86,0.33,2.16,0.49,1.49,0.23,1.4,0.21,27.7206,142.0958
"THOLEIITIC BASALT, OLIVINE",48.7,5.02,14.68,2.3,11.19,3.15,1.14,3.45,0.66,4.19,0.89,2.6,0.43,2.36,0.398,43.0458,-122.2053
"THOLEIITIC BASALT",52.2,4.7,12.6,1.93,9.9,3.22,1.15,4.4,0.77,5.05,1.13,3.21,0.52,3.28,0.51,49.25,-85.5
"THOLEIITIC BASALT",49.65,2.84,7.49,1.01,5.67,1.93,0.76,2.45,0.47,3.18,0.69,2.07,0.32,1.97,0.31,51.5,-90.25
"THOLEIITIC BASALT, OLIVINE",48.16,36.64,70.31,8.821,36.93,7.921,2.596,7.343,1.007,5.018,0.877,2.017,0.247,1.455,0.201,20.85,110
"THOLEIITIC BASALT",52.24459,2.3,6.2,1.01,5.390974047,1.781166743,0.68,2.54,0.41,2.86,0.63,2.03,0.28,1.86,0.26,-26.791556,118.317228
"THOLEIITIC BASALT",48.02,9.16,21.66,3.29,15.87,4.83,1.81,5.29,0.84,4.83,0.91,2.35,0.32,1.94,0.29,21.735,-158.624
"THOLEIITIC BASALT, QUARTZ / NOT GIVEN",49.95,3.56,8.79,1.32,6.48,2.04,0.814,2.7,0.492,3.31,0.714,2.06,0.306,2.05,0.305,66.099,-16.905
"THOLEIITIC BASALT",54.61,10.5,27.2,3.9,18.3,5,1.8,6.6,1,7,1.5,4.7,0.7,4.6,0.6,-27.038738,118.654412
"THOLEIITIC BASALT / BASALT",49.17,11.86,29.68,4.47,20.07,5.24,1.78,5.45,0.88,4.66,0.96,2.21,0.307,1.7,0.272,19.74,-155.05
"THOLEIITIC BASALT, OLIVINE",48.36,6,15.3,2.5,11.1,3.5,1.4,4.8,0.78,5.08,1.06,2.68,0.36,2.1,0.32,67.79,-111.1553
"THOLEIITIC BASALT / BASALT",50.19,2.18,5.09,0.821,4.14,1.56,0.68,2.34,0.47,3.03,0.708,2.05,0.33,2.13,0.334,-57.792,81.2395
"THOLEIITIC BASALT",53.05,2.28,5.81,0.83,4.48,1.32,0.49,1.88,0.34,2.38,0.56,1.6,0.25,1.67,0.25,14.875,77.375
"THOLEIITIC BASALT",49.5,5.6,15,2.2,11,3.8,1.3,5.2,0.92,5.7,1.2,3.5,0.58,3.7,0.57,51.5,-74.5
"THOLEIITIC BASALT",48.9,7.26,17.84,2.06,11.35,3.17,1.13,3.76,0.61,3.87,0.87,2.45,0.36,2.4,0.36,69.45,86.22
"THOLEIITIC BASALT, OLIVINE",47.5,2.61,9.17,1.56,8.45,2.72,1.08,3.5,0.62,4.08,0.88,2.52,0.385,2.31,0.379,42.894,-122.247
"THOLEIITIC BASALT, QUARTZ",49.16,26.8,66.01,10.15,47.38,10.89,3.27,10.42,1.41,7.05,1.23,2.89,0.42,2.25,0.33,-72.25,-3.38
"THOLEIITIC BASALT / BASALT",49.9,2.36,7.64,1.29,7.53,2.84,1.01,3.71,0.74,4.33,0.92,2.7,0.42,2.45,0.59,-18.56753,-177.8623
"THOLEIITIC BASALT / BASALT / PICRITE",46.38,7.64,19.3,2.95,13.7,3.67,1.23,3.94,0.646,3.64,0.7,1.75,0.251,1.46,0.218,19.74,-155.05
"THOLEIITIC BASALT, OLIVINE",48.92,15.5,32,4.32,16.52,4.18,1.6,5.2,0.76,4.25,0.824,1.99,0.287,1.72,0.246,-38,145
"THOLEIITIC BASALT / BASALT",49.16,8.84,22,3.22,16.5,4.44,1.54,4.8,0.786,4.38,0.83,2.13,0.311,1.79,0.252,19.74,-155.05
"THOLEIITIC BASALT",49.84,9.66,23.1,3.27,15.5,4.08,1.49,4.63,0.896,5.54,1.17,3.55,0.519,3.2,0.467,59.65,-109.25
"THOLEIITIC BASALT",47.27,38.0341109,85.1138832,11.2613499,48.4868905,10.8518563,2.76900355,10.9090266,1.69590438,10.1842338,2.03819703,5.7277655,0.82409819,5.23088383,0.76900825,39.3006,106.6503
"THOLEIITIC BASALT",50.9,4.02,11.5,1.65,7.88,2.49,0.44,3.53,0.66,5.36,1.31,4.75,0.76,5.29,0.87,48.12,-77.77
"BASALT / THOLEIITIC BASALT",52.5,45.1,103.2,13.13,58.8,11.31,3.66,10.89,1.52,8.88,1.57,4.14,0.54,3.7,0.53,-7.9738855,-41.9901054
"THOLEIITIC BASALT / BASALT",50.18,9.09,24.01,3.72,17.9,4.7,1.64,5.38,0.862,4.8,0.957,2.41,0.32,1.97,0.26,19.74,-155.05
"THOLEIITIC BASALT / BASALT, OLIVINE",52.67,14.47,34.4,4.9,21.9,5.58,1.92,6.27,0.93,5.57,1.04,2.71,0.39,2.3,0.32,18.9,-155.7
"THOLEIITIC BASALT",51.69118333,12.03222969,29.56671262,4.229941092,20.24597527,5.609110479,1.949768274,5.709862096,0.89151128,5.350497559,0.988752176,2.573353902,0.343295626,2.119848601,0.284583924,19.33,-155.11
"THOLEIITIC BASALT",51.275064,2.2,5.5,0.9,4.566449396,1.564025409,0.6,2.1,0.4,2.5,0.6,2,0.3,1.9,0.3,-27.003634,118.160266
"THOLEIITIC BASALT",49.71,16.8,41.7,5.96,26.3,6.29,2.16,6.35,0.91,5.31,1,2.59,0.362,2.1,0.287,19.4,-155.27
"THOLEIITIC BASALT",49.5,1.57,4.7,0.81,4.89,1.84,0.72,2.3,0.43,2.8,0.65,1.73,0.27,1.94,0.27,34.08,139.52
"THOLEIITIC BASALT",50.3507819,26.6536407,52.2378139,6.43736929,28.3919971,7.00323023,2.34211748,6.93711449,1.03878661,5.64283035,1.00054229,2.52009026,0.32281306,1.8653139,0.25626874,44.1045,114.509472
"THOLEIITIC BASALT",50.88,28.1,52.4,6.53,24.7,5.832,1.91,5.64,0.85,4.85,0.93,2.23,0.31,1.87,0.259,32.7265,118.1348
"THOLEIITIC BASALT",52,17.6,37.1,4.79,19.7,4.63,1.38,4.79,0.79,5.12,1.05,3.12,0.42,2.71,0.38,-5.6621172,-39.156977
"THOLEIITIC BASALT",48.3,13.1,29.4,4.2,19.5,4.7,1.6,4.7,0.8,4.7,0.9,2.5,0.3,2.1,0.3,30.1,102
"THOLEIITIC BASALT",42.19,0.69,1.57,0.23,1.05,0.32,0.3,0.35,0.06,0.37,0.08,0.21,0.03,0.2,0.03,54.17,-165.92
"THOLEIITIC BASALT",50.34,2.27,7.64,1.2,7.26,2.89,1.03,3.88,0.73,4.79,1.07,3.12,0.5,2.97,0.45,33.127,139.783
"THOLEIITIC BASALT",51.78,4.12,9.62,1.28,5.94,1.66,0.66,1.84,0.36,2.06,0.44,1.35,0.2,1.47,0.22,39.9767,140.9447
"THOLEIITIC BASALT, OLIVINE",51.6,19.2,38.5,4.8,19.3,4.65,1.62,4.45,0.681,3.43,0.565,1.38,0.173,0.989,0.135,19.65,109.75
"THOLEIITIC BASALT",51.2,2.6,5.77,0.84,4.31,1.4,0.51,1.93,0.37,2.46,0.53,1.66,0.25,1.67,0.24,65.73241385,29.31204341
"THOLEIITIC BASALT",50.7,2.33,6.45,1.07,6.17,2.21,0.87,3.41,0.57,4.24,0.89,2.66,0.37,2.35,0.41,-32.2,121.77
"THOLEIITIC BASALT",49.96,3.61,9.5,1.47,7.08,2.31,0.69,2.72,0.4,2.39,0.45,1.18,0.18,0.99,0.13,51.1,-92.6
"THOLEIITIC BASALT",48.95,7.23,20.1,3.06,14.4,4.14,1.28,4.11,0.69,4.02,0.741,2.02,0.27,1.66,0.24,19.74,-155.05
