"ROCK NAME","SIO2(WT%)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","AVERAGE_LAT","AVERAGE_LON"
"BASALTIC-ANDESITE [23563]",56.25,21.6,44.8,5.62,22.9,5.19,1.55,4.79,0.73,4.28,0.83,2.36,0.349,2.33,0.343,19.7955,-101.6861
"ANDESITE [15253] / BASALTIC-ANDESITE [20728]",59.7,18.9,40,5.1,23,5.9,1.9,5.8,0.94,5.7,1.17,3.1,0.45,2.78,0.44,44.25,-121.77
"BASALTIC-ANDESITE [16588]",52.43,16.39,32.15,3.85,14.27,2.6,0.72,2.71,0.42,2.81,0.66,1.93,0.28,2.17,0.33,-25.9,30.625
"BASALTIC-ANDESITE [22652]",55.77,10.3,22.1,3.11,12.5,3.42,1.06,3.4,0.502,3.14,0.576,1.58,0.22,1.43,0.205,46.2155,-122.1526
"BASALTIC-ANDESITE [24923]",54.42,15.46,34.24,4.49,18.29,4.23,1.11,4.27,0.65,3.59,0.72,1.75,0.26,1.69,0.26,22.0129,86.3757
"BASALTIC-ANDESITE [13120]",50.75,23.36,49.71,6.14,26.01,5.52,1.88,5.24,0.78,4.63,0.94,2.62,0.36,2.44,0.36,46.4442,131.8583
"BASALTIC-ANDESITE [22773]",53.11,18.1,35,4.2,16.8,3.9,1.3,4.4,0.7,4.4,1,2.6,0.4,2.5,0.4,36,103
"BASALTIC-ANDESITE [23573]",54.76,36.67,69.33,8.438,32.85,6.03,1.61,5.55,0.83,4.65,0.93,2.58,0.4,2.44,0.4,32,115.5
"BASALTIC-ANDESITE [24923]",52.13,13.17,28.01,3.25,13.81,3.27,0.97,3.34,0.55,3.74,0.83,2.22,0.33,2.17,0.33,21.9127,86.1868
"BASALTIC-ANDESITE [24777]",56.2,34.4,69.2,8.37,34,6.9,1.83,5.71,0.84,4.78,1.02,2.62,0.43,2.6,0.36,37.75,-107.25
"BASALTIC-ANDESITE [20839]",50.7,10.06,20.14,3.12,14.19,3.49,1.21,3.75,0.57,3.46,0.72,2.05,0.28,1.89,0.29,8.376012,-81.507797
