"ROCK NAME","SIO2(WT%)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","AVERAGE_LAT","AVERAGE_LON"
"WEHRLITE, XENOLITH [20912]",39.41,1.1,2.98,0.47,2.3,0.65,0.21,0.67,0.09,0.59,0.11,0.3,0.04,0.26,0.04,30.6,34.8
"WEHRLITE [27344]",39.34,0.26,0.73,0.14,0.76,0.28,0.14,0.34,0.07,0.4,0.1,0.27,0.04,0.31,0.05,40.6,91.6
"WEHRLITE [27344]",39.38,0.31,0.91,0.16,0.86,0.28,0.22,0.38,0.07,0.46,0.1,0.33,0.05,0.4,0.07,40.6,91.6
"WEHRLITE, MICA, XENOLITH [17331]",39.23,1.96,4.34,0.56,2.75,0.68,0.22,0.66,0.084,0.51,0.089,0.25,0.033,0.2,0.034,48.0617,-109.59
"WEHRLITE [27315]",39.27,3.5,7.1,0.83,3.8,0.92,0.4,1.01,0.14,0.82,0.15,0.41,0.09,0.45,0.07,22.1127,106.8276
"WEHRLITE [28611]",44.77,0.04,0.1,0.02,0.16,0.11,0.05,0.17,0.04,0.26,0.06,0.17,0.03,0.19,0.03,41.53,94.82
"WEHRLITE [5147]",43.2,0.376,0.716,0.083,0.337,0.09,0.03,0.124,0.024,0.166,0.041,0.127,0.024,0.165,0.029,49,-79.37
"WEHRLITE, XENOLITH [19201]",44.89,3.9215,13.045,2.2975,11.8674,3.4277,1.1598,3.6329,0.544,3.0127,0.5627,1.362,0.1798,1.0305,0.1392,-78.3984,163.8279
"WEHRLITE [21077]",35.63,0.83,1.44,0.18,0.73,0.14,0.04,0.12,0.02,0.09,0.02,0.05,0.01,0.05,0.01,-24.7,-48.04
"WEHRLITE, MICA, XENOLITH [17331]",42.91,3.15,7.1,0.89,4.29,0.94,0.29,0.92,0.111,0.63,0.121,0.34,0.045,0.27,0.046,47.965,-109.535
"WEHRLITE, XENOLITH [13859]",43.2,3.84,9.93,1.38,5.94,1.4,0.48,1.48,0.18,0.84,0.13,0.29,0.03,0.17,0.02,-48.57,-70.17
"WEHRLITE, XENOLITH [18926]",51.2,2.06,6.23,1.089,6.25,1.82,0.685,2.3,0.342,1.99,0.357,0.879,0.112,0.52,0.0876,22.825,4.95
"WEHRLITE [14632]",43.22,3.73,8.3,1.07,4.66,1.11,0.36,1.26,0.2,1.16,0.23,0.68,0.09,0.6,0.09,11.5,-12.5
"WEHRLITE, XENOLITH [16900]",42.01,0.63,1.53,0.26,1.01,0.16,0.053,1.84,0.028,0.137,0.031,0.078,0.0109,0.074,0.019,36.07,117.85
