"ROCK NAME","SIO2(WT%)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","AVERAGE_LAT","AVERAGE_LON"
"TRACHYTE [14993]",65.8,135,240,36.2,131,22.7,3.75,14.6,1.36,6.05,0.97,2.35,0.3,1.86,0.27,30.65,86.5
"TRACHYTE [9456] / PUMICE [15326]",58.53,80,154,16.6,57,10,2.1,7,1,5,1,2.8,0.5,3,0.4,40.78,14.05
"TRACHYTE [15622]",58.27,117,180,19,55.5,7.33,1.15,4.87,0.69,4.19,0.76,2.11,0.33,2.39,0.29,27.3083,-17.7833
"TRACHYTE [18825]",63.93,198.7,315.9,25.87,70.1,8.4,1.64,4.17,0.69,3.15,0.62,2.06,0.33,2.46,0.38,39.3614,28.0107
"TRACHYTE [13984]",63.74,94.67,176.75,19.81,73.84,14.33,0.39,12.7,1.59,10.08,2.1,4.96,0.75,4.35,0.64,41.5,130.5
"TRACHYTE [18070]",67.81,62.1,123,13.1,45.2,8.4,0.31,6.9,1.2,7.6,1.6,5.1,0.85,6.3,1.09,-36.4571,-69.2331
"TRACHYTE [22299]",64.6359522033826,122.181235668628,252.55160993274,27.7471557492447,97.2889079928346,19.2896985775807,2.110437922292,16.8805837481634,3.07539843455335,20.0479027610696,4.18615153792994,11.7235843930096,1.78931571990023,11.4991043288864,1.85066075869312,24.2239,39.9084
"TRACHYTE [20901]",65.11,95.9,190,22.8,82,15.96,1.3,13.9,2.25,13.5,3,8.06,1.14,7.25,1.03,30.43,-6.81
"TRACHYTE [19825]",62.13,24,51.7,6.91,28.8,6.76,1.71,6.53,1.05,6.65,1.43,3.93,0.6,3.93,0.61,44.75,90.375
"TRACHYTE [8807]",61.42,76.1,148,17,65.3,12,2.2,10.6,1.57,8.9,1.65,4.22,0.6,3.82,0.52,-29.2917,152.83335
"TRACHYTE [24259]",61.62,113.4,213.6,19,63,11.4,1.5,13.2,1.5,9,1.5,4.9,1,6.5,1,40.7506,13.8753
"TRACHYTE [25948]",66.06,146.820960934538,299.610682251455,31.8914069974924,121.437447549065,19.9653755024882,4.31951469802625,16.575709292999,2.30091345476928,12.5221145469679,2.26300893136624,6.2073841567099,0.849539173989787,5.17894633650347,0.741451994511155,32,109.7
"TRACHYTE [20334]",56.24,42.7,80.2,8.9,33.8,6.11,1.49,5.58,0.86,4.95,0.99,3.12,0.5,3.37,0.52,41.5,36
"TRACHYTE [19740]",63.34,110.58,221.43,22.74,86.88,13.97,3.45,10.13,0.98,5.73,1.11,2.88,0.39,2.15,0.42,51,105
"TRACHYTE [13622]",69.65,71.9,151.8,16.08,53.4,8.45,0.37,5.77,1.17,6.21,1.25,4.04,0.7,4.5,0.71,38.35,26.4
"TRACHYTE [19630]",64.59,66,148,17,69,13.1,2.69,11.8,1.8,11.5,2.4,7.3,1.09,7.3,1.2,54,91
"TRACHYTE [26515]",62.85,54.606,107.456,11.837,47.125,9.286,1.94,7.525,1.168,6.5,1.277,3.555,0.545,3.612,0.524,26.5833,99.9167
"TRACHYTE [20061]",67.85,174,320,35.8,129,18.8,2.84,12,1.39,7.11,1.27,3.43,0.48,2.98,0.49,34.9172,-114.2213
"TRACHYTE [12829]",61.12,96.3,192.47,22.94,88.95,17.02,4.52,15.31,2.24,12.83,2.33,6.34,0.88,5.54,0.78,43.3002,-6.3361
"TRACHYTE [14572]",68.02,111,222,27,95,16.9,1.18,12.8,1.9,10.6,2.26,5.48,0.9,6,0.87,5.7852,10.0882
"TRACHYTE [13984]",58.7,73.46,121.81,11.04,33.66,5.58,1.22,4.52,0.44,3.16,0.68,1.93,0.27,1.71,0.27,38,131
"TRACHYTE [23373]",67.91,27.3966666666667,203.213333333333,13.24,73.2333333333333,55.1933333333333,1.22333333333333,72.5233333333333,13.4566666666667,90.3066666666667,18.28,53.29,8.03333333333333,48.89,7.12333333333333,-32.45978,148.62805
"TRACHYTE [24969]",61.34,60,90.6,7.38,22.7,3.25,0.74,2.65,0.45,2.41,0.55,1.93,0.35,2.3,0.38,40.67,35.83
"TRACHYTE [23373]",63.07,1306,2414,250,890,169,4.95,149,24.5,152,29.8,83,11.95,71.7,10.15,-32.45978,148.62805
"TRACHYTE [24969]",63.3,57.8,101.7,10.83,37.3,6.43,1.11,5.15,0.76,4.34,0.9,2.79,0.42,2.8,0.46,40,35.2
"TRACHYTE [25948]",56.3,182.568616407996,319.604466221496,31.9535756586805,109.662749483348,15.9042955442671,4.40566747322929,13.3412129386343,1.72833248899878,9.32308696782324,1.74239728770728,4.83493604555654,0.712665893172231,4.42279818328557,0.647340938297267,32,109.7
"TRACHYTE [9453]",58.64,124,239,27.2,93,16.7,1.2,12.8,1.9,10.4,2.2,5.5,0.9,5.6,0.9,40.78,14.03
"TRACHYTE [20818]",61.6295580193952,148.782897047708,278.855849101258,39.1882713956066,131.087143468055,21.2167447575686,1.19140963736825,18.8469212203197,2.60138807293547,15.2065406112266,3.14558581567964,8.97727286983976,1.40816320761344,9.6359382440624,1.48428334061027,40.7575,13.87944
"TRACHYTE [20288]",59.46,57.9,115.1,12.13,46.4,8.55,2.21,8.32,1.41,7.84,1.72,5.35,0.91,5.68,0.88,39.2,44
"TRACHYTE [25742]",63.5,30,58,7.6,29,7.4,1.5,5.6,0.96,5.7,1.1,3.5,0.55,4,0.64,65.205,148.6
"TRACHYTE [12930]",55.61,150.7,305.2,36.23,139,24.53,6.91,17.02,2.3,11.99,2.41,5.34,0.71,4.52,0.63,27.8,-18
"TRACHYTE [15775]",61.591,66.94,138.6,16.77,62.59,13.33,2.381,12.47,2.11,13.25,2.714,8.052,1.277,8.963,1.391,38.67,42.2
