"LATITUDE.MIN","LONGITUDE.MIN","ROCK.NAME","LA.PPM.","CE.PPM.","PR.PPM.","ND.PPM.","SM.PPM.","EU.PPM.","GD.PPM.","TB.PPM.","DY.PPM.","HO.PPM.","ER.PPM.","TM.PPM.","YB.PPM.","LU.PPM."
6,11,"BASANITE [21836]",100.59,212.89,21.11,75.06,12.43,3.93,11.3,1.53,7.25,1.14,2.98,0.37,2.19,0.31
6,11,"BASANITE [21836]",107.94,214.25,21.24,78.49,13.08,4.37,11.88,1.5,7.39,1.16,2.9,0.37,2.34,0.34
6,11,"BASANITE [21836]",93.7,194.95,18.09,66.06,11.64,3.86,10.31,1.37,6.25,1.09,2.73,0.36,2,0.29
38.7372,39.3272,"BASANITE  [21869]",44.2,79.8,8.9,33.5,5.2,1.7,4.9,0.8,4.4,0.9,2.3,0.3,2.1,0.3
43.3,25.2,"BASANITE [21892]",53.44,100.09,11.84,47,9.12,2.95,7.58,1.03,5.57,0.95,2.32,0.3,1.7,0.25
43.2,25.2,"BASANITE [21892]",54,100,11.2,43.6,9.3,2.93,8.3,1.3,5.9,1.13,2.7,0.4,1.9,0.34
27.9531,-15.5322,"BASANITE [14732]",83.0804255319149,164.731914893617,19.9263829787234,80.3957446808511,14.4491489361702,4.3663829787234,13.2174468085106,1.6468085106383,7.2731914893617,1.1468085106383,2.75531914893617,0.302127659574468,1.83127659574468,0.239574468085106
27.9716,-15.5547,"BASANITE [14732]",103.538490566038,203.924528301887,24.5294339622642,97.5494339622641,17.3835849056604,5.11018867924528,15.6545283018868,1.91358490566038,8.31962264150943,1.30867924528302,3.14547169811321,0.341509433962264,2.08981132075472,0.279622641509434
27.9533,-15.5324,"BASANITE [14732]",71.5671768707483,148.53656462585,17.343962585034,69.8894557823129,12.6500850340136,3.92984693877551,11.6923894557823,1.48724489795918,6.59587585034014,1.05867346938776,2.57865646258503,0.289540816326531,1.76764455782313,0.231292517006803
27.9701,-15.5172,"BASANITE [14732]",71.0328096118299,153.635859519409,18.6645101663586,77.6146025878004,14.0947319778189,4.28650646950092,13.0157116451017,1.65711645101664,7.21164510166359,1.13724584103512,2.76132162661738,0.30452865064695,1.79135859519408,0.232902033271719
27.9656,-15.5206,"BASANITE [14732]",66.7553003533569,140.166519434629,17.1992049469965,70.4668727915194,13.1190371024735,3.95273851590106,11.8520318021201,1.48409893992933,6.70671378091873,1.04726148409894,2.61241166077739,0.291519434628975,1.69832155477032,0.221731448763251
28.0248,-15.6114,"FOIDITE [14732]",79.7157057654075,169.065109343936,20.1461232604374,81.690606361829,14.4408548707753,4.29224652087475,13.177435387674,1.66898608349901,7.37549701789264,1.15954274353877,2.83424453280318,0.31013916500994,1.87400596421471,0.240059642147117
27.9314,-15.4813,"BASANITE [14732]",70.0965,140.9065,16.423,67.069,12.1375,3.705,11.1385,1.4185,6.301,0.99,2.482,0.2775,1.68225,0.2285
28.114,-15.6485,"BASANITE [14732]",74.1879795396419,158.789002557545,18.6538789428815,76.503410059676,13.8237425404945,4.14194373401535,12.6805200341006,1.60528559249787,7.16666666666667,1.10230179028133,2.66624040920716,0.296675191815857,1.72506393861893,0.226768968456948
28.1404,-15.5963,"FOIDITE [14732]",103.198675496689,210.779091769158,25.3032166508988,101.928334910123,17.7864238410596,5.28524124881741,16.2242194891202,1.93282876064333,8.22303689687796,1.23557237464522,2.90539262062441,0.300378429517502,1.73131504257332,0.214285714285714
27.9146,-15.5269,"BASANITE [14732]",86.677449168207,185.873844731978,22.2236598890943,87.6968576709797,16.4422365988909,5.00600739371534,15.1270794824399,1.91404805914972,8.40341959334565,1.31192236598891,3.17744916820702,0.356284658040665,2.08733826247689,0.286044362292052
28.0118,-15.682,"TEPHRITE [14732]",89.3654390934844,178.579320113314,20.3791312559018,80.5601983002833,14.0092067988669,4.14164305949009,12.9119452313503,1.63220018885741,7.37110481586402,1.2304060434372,3.1475448536355,0.369216241737488,2.25094428706327,0.307365439093484
27.9301,-15.4808,"BASALT [14732]",59.7151717557252,125.673664122137,15.1793893129771,62.6913167938931,12.0267175572519,3.7662213740458,11.1397900763359,1.49761450381679,6.68201335877863,1.09208015267176,2.6643606870229,0.301049618320611,1.80772900763359,0.25
27.9184,-15.4541,"BASANITE [14732]",53.3220191470844,114.291557876414,13.8659704090513,58.7624020887728,11.168407310705,3.51610095735422,10.3444299390775,1.32767624020888,5.99521322889469,0.940818102697998,2.33529155787641,0.260226283724978,1.57027850304613,0.203220191470844
27.9647,-15.4245,"TEPHRITE [14732]",88.5796963946869,182.013282732448,21.0426944971537,84.7772770398482,15.228889943074,4.6095825426945,13.9328747628084,1.75379506641366,7.63638519924099,1.18643263757116,2.91105313092979,0.32258064516129,1.93785578747628,0.264231499051233
28.0066,-15.3916,"BASALT [14732]",50.3334540188269,111.055394641564,13.7074583635047,58.2471035481535,11.4460535843592,3.55177407675597,10.4614409847936,1.3881245474294,6.20763939174511,1.01122375090514,2.43120926864591,0.272266473569877,1.65441708906589,0.215061549601738
