"CITATIONS","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE MIN","LATITUDE MAX","LONGITUDE MIN","LONGITUDE MAX","LAND OR SEA","ELEVATION MIN","ELEVATION MAX","SAMPLE NAME","ROCK NAME","MIN. AGE (YRS.)","MAX. AGE (YRS.)","GEOL.","AGE","ERUPTION DAY","ERUPTION MONTH","ERUPTION YEAR","ROCK TEXTURE","ROCK TYPE","DRILL DEPTH MIN","DRILL DEPTHAX","ALTERATION","MINERAL","MATERIAL","SIO2(WT%)","TIO2(WT%)","B2O3(WT%)","AL2O3(WT%)","CR2O3(WT%)","FE2O3(WT%)","FEO(WT%)","FEOT(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","NIO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","H2OT(WT%)","CO2(WT%)","CO1(WT%)","F(WT%)","CL(WT%)","CL2(WT%)","OH(WT%)","CH4(WT%)","SO2(WT%)","SO3(WT%)","SO4(WT%)","S(WT%)","LOI(WT%)","VOLATILES(WT%)","O(WT%)","OTHERS(WT%)","HE(CCM/G)","HE(CCMSTP/G)","HE3(CCMSTP/G)","HE3(AT/G)","HE4(CCM/G)","HE4(CCMSTP/G)","HE4(AT/G)","HE4(MOLE/G)","HE4(NCC/G)","HE(NCC/G)","LI(PPM)","BE(PPM)","B(PPM)","C(PPM)","CO2(PPM)","F(PPM)","NA(PPM)","MG(PPM)","AL(PPM)","P(PPM)","S(PPM)","CL(PPM)","K(PPM)","CA(PPM)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","FE(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","SE(PPM)","BR(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","RU(PPM)","RH(PPM)","PD(PPM)","AG(PPM)","CD(PPM)","IN(PPM)","SN(PPM)","SB(PPM)","TE(PPM)","I(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","RE(PPM)","OS(PPM)","IR(PPM)","PT(PPM)","AU(PPM)","HG(PPM)","TL(PPM)","PB(PPM)","BI(PPM)","TH(PPM)","U(PPM)","ND143_ND144","ND143_ND144_INI","EPSILON_ND","SR87_SR86","SR87_SR86_INI","PB206_PB204","PB206_PB204_INI","PB207_PB204","PB207_PB204_INI","PB208_PB204","PB208_PB204_INI","OS184_OS188","OS186_OS188","OS187_OS186","OS187_OS188","RE187_OS186","RE187_OS188","HF176_HF177","HE3_HE4","HE3_HE4(R/R(A))","HE4_HE3","HE4_HE3(R/R(A))","K40_AR40","AR40_K40","UNIQUE_ID",
"[14225]","INTRAPLATE VOLCANICS","ATLAS MOUNTAINS / ATLAS MOUNTAINS / MIDDLE ATLAS / AZROU-TIMHADITE VOLCANIC FIELD","","33.34","33.34","-5.05","-5.05","SAE","","","s_ATL-3E [14225]","LHERZOLITE, SPINEL, XENOLITH [14225]","","","","","","","","","PER","","","","","WR [14225] ","43.92","0.132","","2.92","0.351","","","7.98","3.56","40.89","0.128","0.279","","","","","","","","","","","","","","","","","","","-0.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.6","","73","2404","","","","2195","16","52","","","","","","","","","","","","0.00596","","0.00414","","","","","","","","","2.9","","","","","","","","","","","","","","","","","","0.000084","0.00253","0.00325","0.00472","","","","","","","","","","","","","","","","","","","","","","0.12504","","0.161","","","","","","","","272192",
"[14225]","INTRAPLATE VOLCANICS","ATLAS MOUNTAINS / ATLAS MOUNTAINS / MIDDLE ATLAS / AZROU-TIMHADITE VOLCANIC FIELD","","33.34","33.34","-5.05","-5.05","SAE","","","s_ATL-3F [14225]","LHERZOLITE, SPINEL, XENOLITH [14225]","","","","","","","","","PER","","","","","WR [14225] ","43.99","0.114","","1.99","0.306","","","7.86","2.85","42.62","0.125","0.285","0.003","","0.002","","","","","","","","","","","","","","","","-0.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","","54","2095","","","","2239","7","49","","","","","","","","","","","","0.0035","","0.00236","","","","","","","","","3.2","","","","","","","","","","","","","","","","","","0.000013","0.00163","0.00205","0.00306","","","","","","","","","","","","","","","","","","","","","","0.12244","","0.128","","","","","","","","272193",
"[14225]","INTRAPLATE VOLCANICS","ATLAS MOUNTAINS / ATLAS MOUNTAINS / MIDDLE ATLAS / AZROU-TIMHADITE VOLCANIC FIELD","","33.34","33.34","-5.05","-5.05","SAE","","","s_ATL-3I [14225]","HARZBURGITE, SPINEL, XENOLITH [14225]","","","","","","","","","PER","","","","","WR [14225] ","41.56","0.036","","0.723","0.252","","","8.48","0.78","47.31","0.14","0.334","","","0.016","","","","","","","","","","","","","","","","-0.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.3","","20","1728","","","","2622","2.4","64","","","","","","","","","","","","0.01001","","0.00141","","","","","","","","","2.9","","","","","","","","","","","","","","","","","","0.000004","0.00605","0.00466","0.01072","","","","","","","","","","","","","","","","","","","","","","0.11604","","0.004","","","","","","","","272194",
"[14225]","INTRAPLATE VOLCANICS","ATLAS MOUNTAINS / ATLAS MOUNTAINS / MIDDLE ATLAS / AZROU-TIMHADITE VOLCANIC FIELD","","33.34","33.34","-5.05","-5.05","SAE","","","s_ATL-3K [14225]","LHERZOLITE, SPINEL, XENOLITH [14225]","","","","","","","","","PER","","","","","WR [14225] ","43.91","0.096","","2.36","0.295","","","8.12","2.46","41.99","0.13","0.264","0.032","","0.006","","","","","","","","","","","","","","","","-0.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.8","","55","2019","","","","2073","10","53","","","","","","","","","","","","0.00504","","0.00085","","","","","","","","","62","","","","","","","","","","","","","","","","","","0.000058","0.00084","0.00231","0.00186","","","","","","","","","","","","","","","","","","","","","","0.1228","","0.157","","","","","","","","272195",
"[14225]","INTRAPLATE VOLCANICS","ATLAS MOUNTAINS / ATLAS MOUNTAINS / MIDDLE ATLAS / AZROU-TIMHADITE VOLCANIC FIELD","","33.34","33.34","-5.05","-5.05","SAE","","","s_ATL-3L [14225]","LHERZOLITE, SPINEL, XENOLITH [14225]","","","","","","","","","PER","","","","","WR [14225] ","43.57","0.046","","1.44","0.249","","","8.2","1.15","44.52","0.15","0.296","0.008","","","","","","","","","","","","","","","","","","-0.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.4","","34","1703","","","","2323","4.1","56","","","","","","","","","","","","0.00345","","0.00205","","","","","","","","","18","","","","","","","","","","","","","","","","","","0.000014","0.00116","0.0019","0.00321","","","","","","","","","","","","","","","","","","","","","","0.12259","","0.023","","","","","","","","272196",
"[14225]","INTRAPLATE VOLCANICS","ATLAS MOUNTAINS / ATLAS MOUNTAINS / MIDDLE ATLAS / AZROU-TIMHADITE VOLCANIC FIELD","","33.34","33.34","-5.05","-5.05","SAE","","","s_ATL-3T [14225]","LHERZOLITE, SPINEL, XENOLITH [14225]","","","","","","","","","PER","","","","","WR [14225] ","43.68","0.267","","4.88","0.667","","","7.24","4.74","38.13","0.126","0.259","0.191","","0.051","","","","","","","","","","","","","","","","1.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.3","","111","4568","","","","2038","11","53","","","","","","","","","","","","0.00458","","0.00773","","","","","","","","","148","","","","","","","","","","","","","","","","","","0.000328","0.00275","0.00272","0.00654","","","","","","","","","","","","","","","","","","","","","","0.12463","","0.192","","","","","","","","272197",
"[14225]","INTRAPLATE VOLCANICS","ATLAS MOUNTAINS / ATLAS MOUNTAINS / MIDDLE ATLAS / AZROU-TIMHADITE VOLCANIC FIELD","","33.34","33.34","-5.05","-5.05","SAE","","","s_ATL-3U [14225]","LHERZOLITE, SPINEL, XENOLITH [14225]","","","","","","","","","PER","","","","","WR [14225] ","43.4","0.068","","1.87","0.283","","","8.38","1.61","44.04","0.145","0.3","0.047","","0.005","","","","","","","","","","","","","","","","-0.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.5","","42","1937","","","","2357","3.6","60","","","","","","","","","","","","0.00346","","0.00741","","","","","","","","","13","","","","","","","","","","","","","","","","","","0.000025","0.00149","0.00216","0.00354","","","","","","","","","","","","","","","","","","","","","","0.12275","","0.068","","","","","","","","272198",
"[14225]","INTRAPLATE VOLCANICS","ATLAS MOUNTAINS / ATLAS MOUNTAINS / MIDDLE ATLAS / AZROU-TIMHADITE VOLCANIC FIELD","","33.34","33.34","-5.05","-5.05","SAE","","","s_ATL-3V [14225]","LHERZOLITE, SPINEL, XENOLITH [14225]","","","","","","","","","PER","","","","","WR [14225] ","43.69","0.136","","3.11","0.381","","","8.05","3.04","40.56","0.14","0.273","0.116","0.24","0.02","","","","","","","","","","","","","","","","-0.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.4","","71","2604","","","","2143","19","61","","","","","","","","","","","","0.00633","","0.006","","","","","","","","","37","","","","","","","","","","","","","","","","","","0.00011","0.00281","0.00362","0.00698","","","","","","","","","","","","","","","","","","","","","","0.12664","","0.562","","","","","","","","272199",
"[28923]","CONVERGENT MARGIN","ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PELTETEC UNIT","","-1.89","-1.89","-78.55","-78.55","SAE","","","s_09PR116 [28923]","PERIDOTITE [28923]","","","LOWER [28923]","CRETACEOUS [28923]","","","","","PLU","","","","","WR [28923] ","47.8265815715995","0.486437973673714","","8.93100119664938","","","","8.19","14.9141882728361","14.9628320702034","0.165388911049063","","0","0.826944555245313","0.165388911049063","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2915.46065057781","","","","","60.4365079365079","","","","","","","","","0.314542107583774","30","10.3","16.3337700617284","2","","","","","","","","","","","","","11.023983686067","2.16071428571429","5.2014875","0.841574102733686","4.09071801146384","1.46617151675485","0.443540917107584","1.70238095238095","0.301135473985891","1.85311441578483","0.375833421516755","1.21185432098765","0.159404761904762","0.998412698412698","0.16064194664903","0.573809523809524","0.596825396825397","","","","","","","","","0.4","","0.474404761904762","3.81427689594356E-02","","","","","","","","","","","","","","","","","","","","","","","","","2752046",
"[14353][14332]","INTRAPLATE VOLCANICS","CIRCUM-PARANA ALKALINE VOLCANIC PROVINCES / PARAGUAY_CENOZOIC / ASUNCION-SAPUCAI-VILLARICA IGNEOUS PROVINCE","NEMBY HILL, ASUNCION AREA","-25.4","-25.4","-57.53","-57.53","SAE","","","s_3283 [14353]","NEPHELINITE [14353] / NOT GIVEN [14332]","60000000 [14332]","60000000 [14332]","","PALEOCENE [14332]","","","","","VOL","","","","","WR [14353] ","42.47","2.09","","13.2","","4.07","6.78","","10.46","9.88","0.2","","2.26","4.62","1.16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","500","","","","253","","","","","","","","50","1063","33","225","105","","","","","","","","","","","","","968","119","186","","65.3","10.04","","","","","","","","","","","","","","","","","","","","","","","","0.512655","","","0.70378","0.70369","","","","","","","","","","","","","","","","","","","","275540",
"[14353][14536][14265][14332]","INTRAPLATE VOLCANICS","CIRCUM-PARANA ALKALINE VOLCANIC PROVINCES / PARAGUAY_CENOZOIC / ASUNCION-SAPUCAI-VILLARICA IGNEOUS PROVINCE","NEMBY HILL, ASUNCION AREA","-25.4","-25.4","-57.53","-57.53","SAE","","","s_3213 [14353]","NEPHELINITE [14353] / HARZBURGITE, XENOLITH [14536] / PERIDOTITE, SPINEL, XENOLITH [14265] / NOT GIVEN [14332]","60000000 [14332]","60000000 [14332]","","PALEOCENE [14332]","","","","PROTOGRANULAR [14536] ","PER","","","","","WR [14353] ","41.91","2.16","","13.06","","3.47","7.22","7.85","10.84","8.89","0.2","","1.93","5.55","1.22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","","","2840","","","","2333","","","","","","","","50","1030","2","237","1","","","","","","","","","","","","","17","3","180","","64.1","10.07","","","","","","","","","","","","","","","","","","","","","","","","0.512662","","","0.70372","0.70362","","","","","","","","","","","","","","","","","","","","275542",
"[28945]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - MESOZOIC / KOREAN PENINSULA - MESOZOIC / GYEONGSANG BASIN / ANDONG ULTRAMAFIC COMPLEX","","37.5","37.5","128.5","128.5","SAE","","","s_AD-A04B [28945]","PERIDOTITE, PYROXENE-HORNBLENDE [28945]","","","UPPER [28945]","TRIASSIC [28945]","","","","","PLU","","","","","WR [28945] ","37.9679882072726","0.145727801210424","","1.58769383420197","","","","9.92","4.83022541101386","34.2084573357075","0.148631797249037","","2.81599615865553E-03","3.51999519831941E-03","1.30239822337818E-02","","","","","","","","","","","","","","","","9.92847496623815","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2756443",
"[28945]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - MESOZOIC / KOREAN PENINSULA - MESOZOIC / GYEONGSANG BASIN / ANDONG ULTRAMAFIC COMPLEX","","37.5","37.5","128.5","128.5","SAE","","","s_AD-A05 [28945]","PERIDOTITE, HORNBLENDE [28945]","","","UPPER [28945]","TRIASSIC [28945]","","","","","PLU","","","","","WR [28945] ","42.1309907767367","0.612913338682348","","7.1036194691518","","","","10.01","6.67069235433071","25.7581749137845","0.140637771155188","","0.191941375759992","0.63597642699093","1.82622005382239E-02","","","","","","","","","","","","","","","","5.48689325226757","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2756444",
"[28945]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - MESOZOIC / KOREAN PENINSULA - MESOZOIC / GYEONGSANG BASIN / ANDONG ULTRAMAFIC COMPLEX","","37.5","37.5","128.5","128.5","SAE","","","s_AD-A06 [28945]","PERIDOTITE, HORNBLENDE [28945]","","","UPPER [28945]","TRIASSIC [28945]","","","","","PLU","","","","","WR [28945] ","36.9901100576228","0.127315755875264","","1.39267847243146","","","","12.39","2.00999413603495","37.626957624661","0.171128144772522","","1.45145337451039E-02","4.121410816511E-04","2.07862458571859E-02","","","","","","","","","","","","","","","","7.7282313949985","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2756445",
"[28945]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - MESOZOIC / KOREAN PENINSULA - MESOZOIC / GYEONGSANG BASIN / ANDONG ULTRAMAFIC COMPLEX","","37.5","37.5","128.5","128.5","SAE","","","s_AD-A07 [28945]","PERIDOTITE, PYROXENE-HORNBLENDE [28945]","","","UPPER [28945]","TRIASSIC [28945]","","","","","PLU","","","","","WR [28945] ","37.1148562303782","0.117179111974884","","1.77875360330393","","","","10.88","3.54059941807445","37.8211858775602","0.160036287187921","","3.70705523994618E-03","1.21157415159217E-02","1.05786698310659E-02","","","","","","","","","","","","","","","","7.26566003886976","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2756446",
"[28945]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - MESOZOIC / KOREAN PENINSULA - MESOZOIC / GYEONGSANG BASIN / ANDONG ULTRAMAFIC COMPLEX","","37.5","37.5","128.5","128.5","SAE","","","s_AD-B09 [28945]","PERIDOTITE, PYROXENE-HORNBLENDE [28945]","","","UPPER [28945]","TRIASSIC [28945]","","","","","PLU","","","","","WR [28945] ","41.6661256574639","0.17801984470305","","1.91471265866774","","","","8.04","8.9333425776886","32.4765832406099","0.123637803370787","","5.20580224719101E-03","7.73433476725521E-02","8.55238940609952E-03","","","","","","","","","","","","","","","","5.52768860353134","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2756448",
"[28945]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - MESOZOIC / KOREAN PENINSULA - MESOZOIC / GYEONGSANG BASIN / ANDONG ULTRAMAFIC COMPLEX","","37.5","37.5","128.5","128.5","SAE","","","s_AD-B13 [28945]","PERIDOTITE, PYROXENE-HORNBLENDE [28945]","","","UPPER [28945]","TRIASSIC [28945]","","","","","PLU","","","","","WR [28945] ","35.0801270609451","9.39224643014868E-02","","1.20626249815987","","","","10.84","2.69238621374945","37.4683916421316","0.155093368173119","","3.11919623141469E-03","5.59722434859414E-04","1.00507434123362E-02","","","","","","","","","","","","","","","","11.134010501006","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2756451",
"[28945]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - MESOZOIC / KOREAN PENINSULA - MESOZOIC / GYEONGSANG BASIN / ANDONG ULTRAMAFIC COMPLEX","","37.5","37.5","128.5","128.5","SAE","","","s_AD-B16S [28945]","PERIDOTITE, PYROXENE-HORNBLENDE [28945]","","","UPPER [28945]","TRIASSIC [28945]","","","","","PLU","","","","","WR [28945] ","35.1332502030705","0.055331992539098","","0.878716013965279","","","","12.86","1.05927786379071","37.7478700690612","0.162148388732125","","0.032429677746425","0.114603183222536","1.49323092448228E-02","","","","","","","","","","","","","","","","10.187000813047","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2756452",
"[14360]","INTRAPLATE VOLCANICS","CIRCUM-PARANA ALKALINE VOLCANIC PROVINCES / PARAGUAY_CENOZOIC / ASUNCION-SAPUCAI-VILLARICA IGNEOUS PROVINCE","NEMBY HILL, ASUNCION AREA","-25.4","-25.4","-57.53","-57.53","SAE","","","s_PY3091 [14360]","PERIDOTITE, SPINEL, XENOLITH [14360]","","","","","","","","","PER","","","","","WR [14360] ","43.08","0.08","","1.95","","","","8.36","1.02","43.23","0.14","","0.59","0.43","0.21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","230","","","","","","","2710","","","","2376","","","","","","","","12","175","32","123","","","","","","","","","","","","","","65","","59","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","276038",
"[28960]","INTRAPLATE VOLCANICS","ARABIAN-NUBIAN SHIELD / SAUDI ARABIA / JEDDAH TERRANE / GABAL TAFTAFAN MAFIC-ULTRAMAFIC COMPLEX","","21.42","21.48","40.17","40.25","SAE","","","s_C1 [28960]","PERIDOTITE, HORNBLENDE [28960]","","","NEO [28960]","PROTEROZOIC [28960]","","","","","PLU","","","","","WR [28960] ","36.76","0.18","","4.49","0.6","","","11.02","1.41","33.46","0.13","","0.01","0.17","0.01","","","","","","","","","","","","","","","","10.85","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","","","","103.8","1004.4","3.4","15","5.3","","","","","0.5","67.1","2.7","4.9","0.1","","0.001","0.001","0.001","","","","","","","","","15","0.7","1","0.16","1","0.33","0.17","0.47","0.09","0.56","0.12","0.28","0.04","0.24","0.04","","0.1","","","0.001","0.001","0.001","0.002","","","","","0.2","0.1","","","","","","","","","","","","","","","","","","","","","","","","","2761705",
"[28960]","INTRAPLATE VOLCANICS","ARABIAN-NUBIAN SHIELD / SAUDI ARABIA / JEDDAH TERRANE / GABAL TAFTAFAN MAFIC-ULTRAMAFIC COMPLEX","","21.42","21.48","40.17","40.25","SAE","","","s_TP1 [28960]","PERIDOTITE, PLAGIOCLASE [28960]","","","NEO [28960]","PROTEROZOIC [28960]","","","","","PLU","","","","","WR [28960] ","39.51","0.11","","5.26","0.69","","","13.21","2.65","33.31","0.2","","0.01","0.34","0.02","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69","","","","131.1","1139","7.1","34","4.7","","","","","0.5","99.7","1","7.2","0.3","","0.001","0.001","0.007","","","","","","","","","8","1","1.1","0.11","0.6","0.15","0.1","0.18","0.02","0.18","0.03","0.11","0.02","0.13","0.02","","0.1","","","0.001","0.001","0.004","4.1","","","","","0.2","0.1","","","","","","","","","","","","","","","","","","","","","","","","","2761706",
"[28977]","INTRAPLATE VOLCANICS","ANATOLIA-IRAN BELT / CYPRUS / CENTRAL ANATOLIAN VOLCANIC BELT / TROODOS MASSIF","AGROS, CENTRAL PART OF THE COMPLEX","34.92","34.92","33.02","33.02","SAE","","","s_FC-1 [28977]","PERIDOTITE [28977]","","","","","","","","","PLU","","","","","WR [28977] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2533","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2764301",
"[28977]","INTRAPLATE VOLCANICS","ANATOLIA-IRAN BELT / CYPRUS / CENTRAL ANATOLIAN VOLCANIC BELT / TROODOS MASSIF","AGROS, CENTRAL PART OF THE COMPLEX","34.92","34.92","33.02","33.02","SAE","","","s_FC-2 [28977]","PERIDOTITE [28977]","","","","","","","","","PLU","","","","","WR [28977] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2382","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2764302",
"[28977]","INTRAPLATE VOLCANICS","ANATOLIA-IRAN BELT / CYPRUS / CENTRAL ANATOLIAN VOLCANIC BELT / TROODOS MASSIF","AGROS, CENTRAL PART OF THE COMPLEX","34.92","34.92","33.02","33.02","SAE","","","s_FC-3 [28977]","PERIDOTITE [28977]","","","","","","","","","PLU","","","","","WR [28977] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2293","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2764303",
"[28977]","INTRAPLATE VOLCANICS","ANATOLIA-IRAN BELT / CYPRUS / CENTRAL ANATOLIAN VOLCANIC BELT / TROODOS MASSIF","AGROS, CENTRAL PART OF THE COMPLEX","34.92","34.92","33.02","33.02","SAE","","","s_FC-4 [28977]","PERIDOTITE [28977]","","","","","","","","","PLU","","","","","WR [28977] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2430","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2764304",
"[28977]","INTRAPLATE VOLCANICS","ANATOLIA-IRAN BELT / CYPRUS / CENTRAL ANATOLIAN VOLCANIC BELT / TROODOS MASSIF","AGROS, CENTRAL PART OF THE COMPLEX","34.92","34.92","33.02","33.02","SAE","","","s_FC-5 [28977]","PERIDOTITE [28977]","","","","","","","","","PLU","","","","","WR [28977] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2368","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2764305",
"[28977]","INTRAPLATE VOLCANICS","ANATOLIA-IRAN BELT / CYPRUS / CENTRAL ANATOLIAN VOLCANIC BELT / TROODOS MASSIF","AGROS, CENTRAL PART OF THE COMPLEX","34.92","34.92","33.02","33.02","SAE","","","s_FC-6 [28977]","PERIDOTITE [28977]","","","","","","","","","PLU","","","","","WR [28977] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2362","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2764306",
"[28977]","INTRAPLATE VOLCANICS","ANATOLIA-IRAN BELT / CYPRUS / CENTRAL ANATOLIAN VOLCANIC BELT / TROODOS MASSIF","AGROS, CENTRAL PART OF THE COMPLEX","34.92","34.92","33.02","33.02","SAE","","","s_FC-7 [28977]","PERIDOTITE [28977]","","","","","","","","","PLU","","","","","WR [28977] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2481","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2764307",
"[28977]","INTRAPLATE VOLCANICS","ANATOLIA-IRAN BELT / CYPRUS / CENTRAL ANATOLIAN VOLCANIC BELT / TROODOS MASSIF","AGROS, CENTRAL PART OF THE COMPLEX","34.92","34.92","33.02","33.02","SAE","","","s_FC-8 [28977]","PERIDOTITE [28977]","","","","","","","","","PLU","","","","","WR [28977] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2494","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2764308",
"[28977]","","","","","","","","","","","s_16C26 [28977]","PERIDOTITE [28977]","","","","","","","","","PLU","","","","","WR [28977] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1232","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2764309",
"[28977]","","","","","","","","","","","s_16C27 [28977]","PERIDOTITE [28977]","","","","","","","","","PLU","","","","","WR [28977] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2099","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2764310",
"[28977]","","","","","","","","","","","s_16C28 [28977]","PERIDOTITE [28977]","","","","","","","","","PLU","","","","","WR [28977] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2225","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2764311",
