"CITATIONS","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE MIN","LATITUDE MAX","LONGITUDE MIN","LONGITUDE MAX","LAND OR SEA","ELEVATION MIN","ELEVATION MAX","SAMPLE NAME","ROCK NAME","MIN. AGE (YRS.)","MAX. AGE (YRS.)","GEOL.","AGE","ERUPTION DAY","ERUPTION MONTH","ERUPTION YEAR","ROCK TEXTURE","ROCK TYPE","DRILL DEPTH MIN","DRILL DEPTHAX","ALTERATION","MINERAL","MATERIAL","SIO2(WT%)","TIO2(WT%)","B2O3(WT%)","AL2O3(WT%)","CR2O3(WT%)","FE2O3(WT%)","FEO(WT%)","FEOT(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","NIO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","H2OT(WT%)","CO2(WT%)","CO1(WT%)","F(WT%)","CL(WT%)","CL2(WT%)","OH(WT%)","CH4(WT%)","SO2(WT%)","SO3(WT%)","SO4(WT%)","S(WT%)","LOI(WT%)","VOLATILES(WT%)","O(WT%)","OTHERS(WT%)","HE(CCM/G)","HE(CCMSTP/G)","HE3(CCMSTP/G)","HE3(AT/G)","HE4(CCM/G)","HE4(CCMSTP/G)","HE4(AT/G)","HE4(MOLE/G)","HE4(NCC/G)","HE(NCC/G)","LI(PPM)","BE(PPM)","B(PPM)","C(PPM)","CO2(PPM)","F(PPM)","NA(PPM)","MG(PPM)","AL(PPM)","P(PPM)","S(PPM)","CL(PPM)","K(PPM)","CA(PPM)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","FE(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","SE(PPM)","BR(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","RU(PPM)","RH(PPM)","PD(PPM)","AG(PPM)","CD(PPM)","IN(PPM)","SN(PPM)","SB(PPM)","TE(PPM)","I(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","RE(PPM)","OS(PPM)","IR(PPM)","PT(PPM)","AU(PPM)","HG(PPM)","TL(PPM)","PB(PPM)","BI(PPM)","TH(PPM)","U(PPM)","ND143_ND144","ND143_ND144_INI","EPSILON_ND","SR87_SR86","SR87_SR86_INI","PB206_PB204","PB206_PB204_INI","PB207_PB204","PB207_PB204_INI","PB208_PB204","PB208_PB204_INI","OS184_OS188","OS186_OS188","OS187_OS186","OS187_OS188","RE187_OS186","RE187_OS188","HF176_HF177","HE3_HE4","HE3_HE4(R/R(A))","HE4_HE3","HE4_HE3(R/R(A))","K40_AR40","AR40_K40","UNIQUE_ID",
"[13925]","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / FRANCE / FRENCH MASSIF CENTRAL / DEVES VOLCANIC FIELD","MONT BRIANCON SCORIA CONE","45","45","3.6","3.6","SAE","","","s_MBR16 [13925]","PERIDOTITE, SPINEL, XENOLITH [13925]","","","","","","","","PROTOGRANULAR [13925] ","PER","","","","","WR [13925] ","42.82711","0.04397","","1.18679","","","","8.33","0.84752","46.1119435173116","0.12802","","0.00988","0.10502","0.01428","","","","","","","","","","","","","","","","-0.32","","","","","","","","","","","","","","","","","","","","","","","","10.4","","","","9.945","235.730376603013","30.74","2356","","","","","","","","","","","","6.87665320635891E-02","3.48255173460259","","1.57097588373981","0.206906909825088","","","","","","","","","","","","","2.95646933688263","5.27389179889153E-02","0.130115043975371","2.04008076993824E-02","0.112804721657637","4.59504764159786E-02","1.94006440450073E-02","6.85796243420795E-02","1.38639818672531E-02","8.84992890058603E-02","1.84273196797623E-02","6.05763100392332E-02","","7.19005784855354E-02","1.30114078201619E-02","3.75524291692691E-02","5.40586231278832E-03","","0.000147","0.001513","","","","","","","","5.0720189564767E-03","7.97003151681632E-03","","","","","","","","","","","","","","","0.12129","","0.345","","","","","","","","660702",
"[13925]","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / FRANCE / FRENCH MASSIF CENTRAL / DEVES VOLCANIC FIELD","MONT BRIANCON SCORIA CONE","45","45","3.6","3.6","SAE","","","s_MBR16 [13925]","PERIDOTITE, SPINEL, XENOLITH [13925]","","","","","","","","PROTOGRANULAR [13925] ","PER","","","","","WR [13925] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.002194","","","","","","","","","","","","","","","","","","","","","","","","0.1216","","","","","","","","","","660703",
"[13925]","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / FRANCE / FRENCH MASSIF CENTRAL / DEVES VOLCANIC FIELD","MONT BRIANCON SCORIA CONE","45","45","3.6","3.6","SAE","","","s_MBR19 [13925]","PERIDOTITE, SPINEL, XENOLITH [13925]","","","","","","","","PROTOGRANULAR/PORPHYROCLASTIC [13925] ","PER","","","","","WR [13925] ","44.09357","0.05292","","1.39344","","","","8.2","1.14985","44.6362236423194","0.12987","","0.00983","0.1683","0.01677","","","","","","","","","","","","","","","","-0.34","","","","","","","","","","","","","","","","","","","","","","","","29.2","","","","11.33","327.133966538656","40.24","2486","","","","","","","","","","","","7.67098976810418E-02","8.04389002764327","","2.84632014355341","0.479519684895438","","","","","","","","","","","","","3.07447564826884","0.461690854740658","0.895401899643592","0.113684205026228","0.494569730232126","0.113640589345625","4.32271564316054E-02","0.140109065109714","2.50000890158737E-02","0.150313174711057","3.38178653645857E-02","9.71999022178564E-02","","0.10932424017741","1.75916319732728E-02","6.71815849316151E-02","1.33981763655476E-02","","0.000598","0.001175","","","","","","","","3.89655663856966E-02","0.013730410536655","","","","","","","","","","","","","","","0.11754","","2.312","","","","","","","","660704",
"[13925]","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / FRANCE / FRENCH MASSIF CENTRAL / DEVES VOLCANIC FIELD","MONT BRIANCON SCORIA CONE","45","45","3.6","3.6","SAE","","","s_MBR20 [13925]","PERIDOTITE, SPINEL, XENOLITH [13925]","","","","","","","","PROTOGRANULAR [13925] ","PER","","","","","WR [13925] ","44.90289","0.09978","","2.73831","","","","7.99","1.85095","41.1078025151181","0.13136","","0.01148","0.41333","0.01733","","","","","","","","","","","","","","","","-0.33","","","","","","","","","","","","","","","","","","","","","","","","10.4","","","","11.79","487.481601564725","48.25","1644","","","","","","","","","","","","5.14271644519349E-02","5.38628908324007","","3.35753840785379","0.211349216047809","","","","","","","","","","","","","1.07351703307586","0.138135474705686","0.321711996297943","5.71100491551738E-02","0.296344791958983","9.49784356804731E-02","4.57151356786717E-02","0.16242844340249","3.25347394117173E-02","0.223602814619824","5.38787202332209E-02","0.164342192411769","","0.201387435609878","3.28156070015338E-02","8.98472692588859E-02","3.32321159019287E-03","","0.000516","0.001665","","","","","","","","2.25525227191782E-02","1.06846102856906E-02","","","","","","","","","","","","","","","0.11737","","1.382","","","","","","","","660705",
"[13925]","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / FRANCE / FRENCH MASSIF CENTRAL / DEVES VOLCANIC FIELD","MONT BRIANCON SCORIA CONE","45","45","3.6","3.6","SAE","","","s_MBR23 [13925]","PERIDOTITE, SPINEL, XENOLITH [13925]","","","","","","","","PROTOGRANULAR [13925] ","PER","","","","","WR [13925] ","44.9076","0.11135","","2.88009","","","","7.96","2.65281","40.5163275500901","0.13074","","0.03218","0.829","0.02114","","","","","","","","","","","","","","","","-0.45","","","","","","","","","","","","","","","","","","","","","","","","10.4","","","","14.35","678.823497297824","62.99","2194","","","","","","","","","","","","0.186141832965363","11.6888706173325","","5.4819580059101","0.399629287055699","","","","","","","","","","","","","3.68472474346121","0.23340787604697","0.611357502283512","0.100977295662142","0.564930755050392","0.215790246382891","9.01217365455804E-02","0.331324796418522","6.43452692878446E-02","0.431314895453098","9.42867053190299E-02","0.284377528960686","","0.308133614436739","4.76514278647002E-02","0.149443906350393","5.77896359094293E-03","","0.000612","0.001554","","","","","","","","4.07376615634387E-02","1.70927863335977E-02","","","","","","","","","","","","","","","0.12419","","1.801","","","","","","","","660706",
"[13925]","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / FRANCE / FRENCH MASSIF CENTRAL / DEVES VOLCANIC FIELD","MONT BRIANCON SCORIA CONE","45","45","3.6","3.6","SAE","","","s_MBR28 [13925]","PERIDOTITE, SPINEL, XENOLITH [13925]","","","","","","","","PROTOGRANULAR [13925] ","PER","","","","","WR [13925] ","45.11609","0.09301","","2.66698","","","","7.65","2.49154","41.3954750415128","0.12692","","0.02629","0.50714","0.01743","","","","","","","","","","","","","","","","-0.32","","","","","","","","","","","","","","","","","","","","","","","","10.4","","","","15.56","587.544213711321","62.84","2453","","","","","","","","","","","","0.231239504235134","9.20659119438818","","3.97712994438187","0.416560362924817","","","","","","","","","","","","","4.65622578684686","0.142361847934423","0.395887919962615","6.87854440663373E-02","0.409155097235392","0.179796057071389","7.66910724685914E-02","0.29682122221883","0.055376705886788","0.394531389743036","8.71303384451446E-02","0.26618351585194","","0.276406012834985","4.33716536203149E-02","0.122001878369386","8.48005339564588E-03","","0.000634","0.001024","","","","","","","","1.41391848587681E-02","1.17131200319114E-02","","","","","","","","","","","","","","","0.12344","","2.825","","","","","","","","660707",
"[13925]","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / FRANCE / FRENCH MASSIF CENTRAL / DEVES VOLCANIC FIELD","MONT BRIANCON SCORIA CONE","45","45","3.6","3.6","SAE","","","s_MBR2 [13925]","PERIDOTITE, SPINEL, XENOLITH [13925]","","","","","","","","PROTOGRANULAR [13925] ","PER","","","","","WR [13925] ","44.62674","0.21606","","3.44892","","","","9.1","3.61158","38.7442248669015","0.14675","","0.02236","0.40708","0.01846","","","","","","","","","","","","","","","","-0.23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","660742",
"[13925]","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / FRANCE / FRENCH MASSIF CENTRAL / DEVES VOLCANIC FIELD","MONT BRIANCON SCORIA CONE","45","45","3.6","3.6","SAE","","","s_MBR24 [13925]","PERIDOTITE, SPINEL, XENOLITH [13925]","","","","","","","","PORPHYROCLASTIC [13925] ","PER","","","","","WR [13925] ","44.62838","0.11867","","2.98174","","","","9.29","2.77205","39.0104264918763","0.14631","","0.01535","0.60211","0.03041","","","","","","","","","","","","","","","","-0.53","","","","","","","","","","","","","","","","","","","","","","","","12.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","660743",
"[13925]","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / FRANCE / FRENCH MASSIF CENTRAL / DEVES VOLCANIC FIELD","MONT BRIANCON SCORIA CONE","45","45","3.6","3.6","SAE","","","s_MBR27 [13925]","PERIDOTITE, SPINEL, XENOLITH [13925]","","","","","","","","PROTOGRANULAR [13925] ","PER","","","","","WR [13925] ","45.58995","0.11842","","3.28989","","","","7.54","2.89363","39.7237848076708","0.13024","","0.01919","0.61626","0.01464","","","","","","","","","","","","","","","","-0.35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","660744",
"[14534]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / YUNNAN PROVINCE","MAGUAN","23.03","23.03","104.4","104.4","SAE","","","s_YM01-2 [14534]","PERIDOTITE, SPINEL, XENOLITH [14534]","","","","","","","","","PER","","","","","WR [14534] ","45.8","0.14","","4","","","","8.01","3.36","37.56","0.13","","0","0.3","0.02","","","","","","","","","","","","","","","","-0.14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","661974",
"[14534]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / YUNNAN PROVINCE","MAGUAN","23.03","23.03","104.4","104.4","SAE","","","s_YM01-3 [14534]","PERIDOTITE, SPINEL, XENOLITH [14534]","","","","","","","","","PER","","","","","WR [14534] ","44.32","0.1","","3","","","","8.88","2.62","39.85","0.14","","0","0.24","0.01","","","","","","","","","","","","","","","","-0.67","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","661975",
"[14534]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / YUNNAN PROVINCE","MAGUAN","23.03","23.03","104.4","104.4","SAE","","","s_YM01-5 [14534]","PERIDOTITE, SPINEL, XENOLITH [14534]","","","","","","","","","PER","","","","","WR [14534] ","44.96","0.3","","4.25","","","","9.31","3.49","36.45","0.15","","0.01","0.35","0.03","","","","","","","","","","","","","","","","-0.03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","661976",
"[14534]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / YUNNAN PROVINCE","MAGUAN","23.03","23.03","104.4","104.4","SAE","","","s_YM01-7 [14534]","PERIDOTITE, SPINEL, XENOLITH [14534]","","","","","","","","","PER","","","","","WR [14534] ","44.19","0.18","","3.91","","","","8.5","3.39","38.41","0.14","","0","0.32","0.01","","","","","","","","","","","","","","","","0.03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","661977",
"[14534]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / YUNNAN PROVINCE","MAGUAN","23.03","23.03","104.4","104.4","SAE","","","s_YM01-9 [14534]","PERIDOTITE, SPINEL, XENOLITH [14534]","","","","","","","","","PER","","","","","WR [14534] ","44.63","0.39","","3.89","","","","8.95","3.51","36.67","0.16","","0.01","0.34","0.03","","","","","","","","","","","","","","","","0.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","661978",
"[14534]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / YUNNAN PROVINCE","MAGUAN","23.03","23.03","104.4","104.4","SAE","","","s_YM01-11 [14534]","PERIDOTITE, SPINEL, XENOLITH [14534]","","","","","","","","","PER","","","","","WR [14534] ","46.75","0.19","","4.41","","","","8.77","3.92","34.3","0.13","","0.03","0.39","0.02","","","","","","","","","","","","","","","","0.85","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","661979",
"[14534]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / YUNNAN PROVINCE","MAGUAN","23.03","23.03","104.4","104.4","SAE","","","s_YM01-36 [14534]","PERIDOTITE, SPINEL, XENOLITH [14534]","","","","","","","","","PER","","","","","WR [14534] ","42.4","0.14","","3.72","","","","8.88","3.07","40.57","0.14","","0","0.34","0.02","","","","","","","","","","","","","","","","-0.21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","661980",
"[14534]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / YUNNAN PROVINCE","MAGUAN","23.03","23.03","104.4","104.4","SAE","","","s_YM01-27 [14534]","PERIDOTITE, SPINEL, XENOLITH [14534]","","","","","","","","","PER","","","","","WR [14534] ","44.41","0.12","","2.94","","","","8.78","2.71","39.82","0.13","","0.05","0.25","0.03","","","","","","","","","","","","","","","","0.18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","661981",
"[14534]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / YUNNAN PROVINCE","MAGUAN","23.03","23.03","104.4","104.4","SAE","","","s_YM01-28 [14534]","PERIDOTITE, SPINEL, XENOLITH [14534]","","","","","","","","","PER","","","","","WR [14534] ","44.23","0.15","","3.84","","","","8.4","3.09","38.45","0.13","","0","0.31","0.01","","","","","","","","","","","","","","","","-0.17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","661982",
"[14534]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / YUNNAN PROVINCE","MAGUAN","23.03","23.03","104.4","104.4","SAE","","","s_YM01-31 [14534]","PERIDOTITE, SPINEL, XENOLITH [14534]","","","","","","","","","PER","","","","","WR [14534] ","43.96","0.09","","2.36","","","","8.31","2.23","41.23","0.12","","0","0.19","0.02","","","","","","","","","","","","","","","","-0.32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","661983",
"[14534]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / YUNNAN PROVINCE","MAGUAN","23.03","23.03","104.4","104.4","SAE","","","s_YM01-25 [14534]","PERIDOTITE, SPINEL, XENOLITH [14534]","","","","","","","","","PER","","","","","WR [14534] ","42.89","0.04","","0.91","","","","8.94","0.92","45.35","0.12","","0.01","0.03","0.02","","","","","","","","","","","","","","","","0.19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","661984",
"[14534]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / YUNNAN PROVINCE","MAGUAN","23.03","23.03","104.4","104.4","SAE","","","s_YM01-35 [14534]","PERIDOTITE, SPINEL, XENOLITH [14534]","","","","","","","","","PER","","","","","WR [14534] ","44.45","0.06","","1.48","","","","8.31","1.87","42.82","0.13","","0","0.09","0.02","","","","","","","","","","","","","","","","-0.26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","661985",
