"CITATIONS","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE MIN","LATITUDE MAX","LONGITUDE MIN","LONGITUDE MAX","LAND OR SEA","ELEVATION MIN","ELEVATION MAX","SAMPLE NAME","ROCK NAME","MIN. AGE (YRS.)","MAX. AGE (YRS.)","GEOL.","AGE","ERUPTION DAY","ERUPTION MONTH","ERUPTION YEAR","ROCK TEXTURE","ROCK TYPE","DRILL DEPTH MIN","DRILL DEPTHAX","ALTERATION","MINERAL","MATERIAL","SIO2(WT%)","TIO2(WT%)","B2O3(WT%)","AL2O3(WT%)","CR2O3(WT%)","FE2O3(WT%)","FEO(WT%)","FEOT(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","NIO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","H2OT(WT%)","CO2(WT%)","CO1(WT%)","F(WT%)","CL(WT%)","CL2(WT%)","OH(WT%)","CH4(WT%)","SO2(WT%)","SO3(WT%)","SO4(WT%)","S(WT%)","LOI(WT%)","VOLATILES(WT%)","O(WT%)","OTHERS(WT%)","HE(CCM/G)","HE(CCMSTP/G)","HE3(CCMSTP/G)","HE3(AT/G)","HE4(CCM/G)","HE4(CCMSTP/G)","HE4(AT/G)","HE4(MOLE/G)","HE4(NCC/G)","HE(NCC/G)","LI(PPM)","BE(PPM)","B(PPM)","C(PPM)","CO2(PPM)","F(PPM)","NA(PPM)","MG(PPM)","AL(PPM)","P(PPM)","S(PPM)","CL(PPM)","K(PPM)","CA(PPM)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","FE(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","SE(PPM)","BR(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","RU(PPM)","RH(PPM)","PD(PPM)","AG(PPM)","CD(PPM)","IN(PPM)","SN(PPM)","SB(PPM)","TE(PPM)","I(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","RE(PPM)","OS(PPM)","IR(PPM)","PT(PPM)","AU(PPM)","HG(PPM)","TL(PPM)","PB(PPM)","BI(PPM)","TH(PPM)","U(PPM)","ND143_ND144","ND143_ND144_INI","EPSILON_ND","SR87_SR86","SR87_SR86_INI","PB206_PB204","PB206_PB204_INI","PB207_PB204","PB207_PB204_INI","PB208_PB204","PB208_PB204_INI","OS184_OS188","OS186_OS188","OS187_OS186","OS187_OS188","RE187_OS186","RE187_OS188","HF176_HF177","HE3_HE4","HE3_HE4(R/R(A))","HE4_HE3","HE4_HE3(R/R(A))","K40_AR40","AR40_K40","UNIQUE_ID",
"[24751]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / INNER MONGOLIA / BAOTOUDONG ALKALINE COMPLEX","","41","41","111","111","SAE","","","s_17BTD-7 [24751]","PYROXENITE, ORTHOCLASE [24751]","","","","TRIASSIC [24751]","","","","","PLU","","","","","WR [24751] ","50.7","0.96","","11.9","","","","7","7.56","5.15","0.14","","8.74","0.93","1.4","","","","","","","","","","","","","","","","1.99","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","122","","","","62.3","32.8","","","","","","","248","3127","31.7","372","16.6","","","","","","","","","","","","","6076","80.8","159","17.4","73.7","14.2","4.35","10.1","1.28","6.22","1.03","2.42","0.32","1.93","0.26","9.36","0.55","","","","","","","","","14.3","","9.28","1.84","","","","","","","","","","","","","","","","","","","","","","","","","2027451",
"[24751]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / INNER MONGOLIA / BAOTOUDONG ALKALINE COMPLEX","","41","41","111","111","SAE","","","s_17BTD-9-1 [24751]","PYROXENITE, ORTHOCLASE [24751]","","","","TRIASSIC [24751]","","","","","PLU","","","","","WR [24751] ","50.7","1.11","","10.9","","","","8.39","6.49","4.78","0.15","","8.19","0.89","1.45","","","","","","","","","","","","","","","","2.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","129","","","","54.7","","","","","","","","187","3938","30.5","245","8.66","","","","","","","","","","","","","5617","101","187","20.1","85.8","15.4","4.66","11.5","1.41","6.59","1.02","2.36","0.29","1.68","0.25","7.17","0.3","","","","","","","","","13.3","","6.48","1.15","","","","","","","","","","","","","","","","","","","","","","","","","2027452",
"[24751]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / INNER MONGOLIA / BAOTOUDONG ALKALINE COMPLEX","","41","41","111","111","SAE","","","s_18BTD-3 [24751]","PYROXENITE, ORTHOCLASE [24751]","","","","TRIASSIC [24751]","","","","","PLU","","","","","WR [24751] ","48.6","1.11","","11","","","","7.78","8.14","6.25","0.14","","7.9","0.82","1.76","","","","","","","","","","","","","","","","2.46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","144","","","","72.9","","","","","","","","222","3082","28.7","241","11.7","","","","","","","","","","","","","5156","77.5","151","17.9","74.9","15","4.45","11","1.41","6.31","0.98","2.18","0.28","1.63","0.22","6.96","0.46","","","","","","","","","14.9","","5.76","0.77","","","","","","","","","","","","","","","","","","","","","","","","","2027453",
"[24751]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / INNER MONGOLIA / BAOTOUDONG ALKALINE COMPLEX","","41","41","111","111","SAE","","","s_18BTD-5 [24751]","PYROXENITE, ORTHOCLASE [24751]","","","","TRIASSIC [24751]","","","","","PLU","","","","","WR [24751] ","49.1","1.11","","10.7","","","","7.6","8.46","6.14","0.15","","7.06","1.42","1.72","","","","","","","","","","","","","","","","2.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","154","","","","70.1","","","","","","","","269","3237","31.3","214","9.4","","","","","","","","","","","","","4405","85.8","169","20","82.9","16.2","4.65","11.6","1.49","6.57","1.02","2.34","0.29","1.67","0.25","6.49","0.36","","","","","","","","","8.73","","8.48","1.02","","","","","","","","","","","","","","","","","","","","","","","","","2027454",
"[24751]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / INNER MONGOLIA / BAOTOUDONG ALKALINE COMPLEX","","41","41","111","111","SAE","","","s_18BTD-11 [24751]","PYROXENITE, ORTHOCLASE [24751]","","","","TRIASSIC [24751]","","","","","PLU","","","","","WR [24751] ","49.9","1.06","","11.6","","","","6.89","8.08","5.85","0.13","","7.89","1.34","1.61","","","","","","","","","","","","","","","","1.72","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","129","","","","61.7","","","","","","","","197","3034","29.3","317","15.4","","","","","","","","","","","","","5211","78.5","153","18","75.4","14.8","4.47","10.9","1.43","6.29","1","2.32","0.3","1.75","0.24","8.79","0.58","","","","","","","","","13.4","","10.8","2.31","","","","","","","","","","","","","","","","","","","","","","","","","2027455",
"[24751]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / INNER MONGOLIA / BAOTOUDONG ALKALINE COMPLEX","","41","41","111","111","SAE","","","s_18ADL-3-1-2 [24751]","PYROXENITE, ORTHOCLASE [24751]","","","","TRIASSIC [24751]","","","","","PLU","","","","","WR [24751] ","49.4","1.33","","8.88","","","","8.21","10.1","7.41","0.18","","5.41","2.09","1.99","","","","","","","","","","","","","","","","2.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","190","","","","57.6","","","","","","","","182","2585","38.1","370","14.3","","","","","","","","","","","","","4805","118","226","26.3","111","20.5","5.92","14.9","1.83","8.04","1.25","2.86","0.37","2.25","0.33","10.2","0.5","","","","","","","","","45.4","","10.7","2.87","","","","","","","","","","","","","","","","","","","","","","","","","2027456",
"[24751]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / INNER MONGOLIA / BAOTOUDONG ALKALINE COMPLEX","","41","41","111","111","SAE","","","s_18ADL-5-2 [24751]","PYROXENITE, ORTHOCLASE [24751]","","","","TRIASSIC [24751]","","","","","PLU","","","","","WR [24751] ","47.4","1.47","","8.8","","","","9.45","10.6","8.18","0.17","","5.35","1.57","2.1","","","","","","","","","","","","","","","","1.08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","233","","","","73","","","","","","","","196","2697","34.6","195","8.94","","","","","","","","","","","","","5638","97.3","195","24.1","103","20.3","5.79","14.7","1.77","7.69","1.18","2.62","0.31","1.71","0.23","5.3","0.32","","","","","","","","","20.6","","6.84","2.35","","","","","","","","","","","","","","","","","","","","","","","","","2027457",
"[24827]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - PROTEROZOIC / CHINA - PROTEROZOIC / INNER MONGOLIA / FENGZHEN CARBONATITE","","40","40","115","115","SAE","","","s_FZ1618-0 [24827]","PYROXENITE, GARNET [24827]","","","","","","","","","PLU","","","","","WR [24827] ","46.66","0.14","","10.13","","1.34","5.15","","11.8","20.94","0.2","","0.05","0.89","0.02","","","","","","","","","","","","","","","","2.21","","","","","","","","","","","","","","17.2","0.8","","","","","","","","","","","","","48.3","","226","2324","","","41.4","535","16.8","31.3","5.79","0.057","11.2","","","1.21","644","12","23.6","0.467","","","","","","","","","","","","0.439","66.1","4.79","12.4","1.75","7.53","1.65","0.393","1.43","0.241","1.76","0.403","1.24","0.181","1.41","0.193","0.763","0.028","0.828","","","","","","","","3.47","0.092","0.715","0.171","","","","","","","","","","","","","","","","","","","","","","","","","2053707",
"[24827]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - PROTEROZOIC / CHINA - PROTEROZOIC / INNER MONGOLIA / FENGZHEN CARBONATITE","","40","40","115","115","SAE","","","s_FZ1618-1 [24827]","PYROXENITE, GARNET [24827]","","","","","","","","","PLU","","","","","WR [24827] ","51.43","0.13","","5.19","","1.42","3.58","","14.97","20.35","0.13","","0.01","0.75","0.01","","","","","","","","","","","","","","","","1.54","","","","","","","","","","","","","","3.85","0.21","","","","","","","","","","","","","43.8","","178","2338","","","39.1","599","57.5","30","4.03","0.052","9.36","","","0.743","61.3","6","5.95","0.148","","","","","","","","","","","","0.107","31.7","4.53","6.71","0.945","3.72","0.765","0.224","0.8","0.129","0.862","0.19","0.566","0.077","0.566","0.082","0.174","0.006","0.108","","","","","","","","3.98","0.138","1.02","0.238","","","","","","","","","","","","","","","","","","","","","","","","","2053708",
"[8079]","INTRAPLATE VOLCANICS","AUSTRALIA / EASTERN AUSTRALIAN CENOZOIC VOLCANIC ZONE / VICTORIA / WESTERN VICTORIAN VOLCANIC FIELD - WHITELAW TERRAN","HEPBURN LAGOON, NEWYLN","-37.3625","-37.3819","143.975","143.9986","SAE","","","s_HL8 [8079]","PYROXENITE [8079]","0 [8079]","3000000 [8079]","","NEOGENE-QUATERNARY [8079]","","","","","PLU","","","","","WR [8079] ","47.41","1.43","","7.9","","2.21","7.95","","14.89","15.4","0.19","","0.02","1.3","0.07","","","","","","","","","","","","","0.04","","","0.42","","","","","","","","","","","","","","2.63","0.264","","","","0","","","","","","54","","","36.5","8091","279","320","","","68.8","280","161","72.7","12.4","","","","","0.251","60.4","17.02","40","0.91","","","","","","","","9.08","","","","0.008","25","4.28","7.78","2.07","10.5","3.58","1.27","4.22","0.655","3.85","0.708","1.76","0.221","1.247","0.173","1.8","0.082","","","","","","","","","4.5","","0.072","0.075","","","","","","","","","","","","","","","","","","","","","","","","","207603",
"[7810]","RIFT VOLCANICS","APPALACHIANS / SOUTHERN APPALACHIANS / CAROLINA TERRANE / COUNTRY LINE CREEK COMPLEX","","36.39","36.39","-78.98","-78.98","SAE","","","s_SCB91-2 [7810]","PYROXENITE [7810]","600000000 [7810]","600000000 [7810]","","PROTEROZOIC [7810]","","","","","PLU","","","","","WR [7810] ","50.39","0.68","","4.63","","","","11.03","11.79","17.06","0.256","","0.12","0.62","0.054","","","","","","","","","","","","","","","","2.15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.92","2.72","","","","","","","","","","","","","","","","","","","","","","","","0.512807","","","","","","","","","","","","","","","","","","","","","","","","209841",
"[1451]","OCEAN ISLAND","CANARY ISLANDS / LA PALMA / BASAL COMPLEX","TABURIENTE CALDERA, BARRANCO DE RIVACERAS","28.6","28.6","-17.9","-17.9","SAE","","","s_14322 [1451]","PYROXENITE [1451]","","","","","","","","","PLU","","","","","WR [1451] ","47.9","1.66","","6.07","","2.29","4.76","","20.71","14.89","0.1","","0.01","0.98","0.05","0.44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20985",
"[25038]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - PROTEROZOIC / CHINA - PROTEROZOIC / GUANGXI PROVINCE / DANZHOU GROUP","SANMEN AREA OF LONGSHENG COUNTY","25.6","25.6","109.8","109.8","SAE","","","s_D013-1 [25038]","PYROXENITE [25038]","","","","PROTEROZOIC [25038]","","","","","PLU","","","","","WR [25038] ","44.77","0.75","","11.35","","2.32","9.42","","10.05","14.39","0.18","","0.41","0.19","0.11","","","","","","","","","","","","","","","","5.87","","","","","","","","","","","","","","","","","","","","","","","","1.06","","","","18.58","","123","1084.9","","","84.24","419.8","210.3","68.42","11.92","","","","","11.21","113.8","13.05","80.27","3.543","","","","","","","","","","","","1.291","68.09","8.25","19.72","2.608","10.22","2.434","0.841","2.478","0.416","2.546","0.485","1.317","0.19","1.254","0.196","2.058","0.303","","","","","","","","","","","2.89","0.522","0.512344","","","","","","","","","","","","","","","","","","","","","","","","2109823",
"[25038]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - PROTEROZOIC / CHINA - PROTEROZOIC / GUANGXI PROVINCE / SIBAO GROUP","ANCHUI AREA OF RONGSHUI COUNTY AREA","25.3","25.3","109.2","109.2","SAE","","","s_JM05 [25038]","PYROXENITE [25038]","","","","PROTEROZOIC [25038]","","","","","PLU","","","","","WR [25038] ","46.14","0.93","","8.01","","2.44","9.53","","7.92","19.04","0.28","","0.07","0.15","0.07","","","","","","","","","","","","","","","","5.19","","","","","","","","","","","","","","","","","","","","","","","","1.03","","","","24.5","","220","1945","","","101","1049","335","221","11.3","","","","","1.08","29.3","14.6","47.9","3.63","","","","","","","","","","","","0.61","6.37","2.72","7.28","1.17","6.11","2.09","0.61","2.66","0.44","2.78","0.53","1.42","0.21","1.29","0.17","1.44","0.26","","","","","","","","","","","0.37","0.11","","","","","","","","","","","","","","","","","","","","","","","","","2109832",
"[25038]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - PROTEROZOIC / CHINA - PROTEROZOIC / GUANGXI PROVINCE / SIBAO GROUP","ANCHUI AREA OF RONGSHUI COUNTY AREA","25.3","25.3","109.2","109.2","SAE","","","s_JM06-1 [25038]","PYROXENITE [25038]","","","","PROTEROZOIC [25038]","","","","","PLU","","","","","WR [25038] ","39.43","0.87","","12.59","","2.7","10.9","","5.08","20.1","0.21","","0.08","0.04","0.07","","","","","","","","","","","","","","","","7.73","","","","","","","","","","","","","","","","","","","","","","","","1.01","","","","42.9","","239","1737","","","94.8","630","0.94","208","14.2","","","","","1.24","19.8","13.7","39","2.52","","","","","","","","","","","","0.39","2.43","4.87","8.87","1.33","5.64","1.47","0.52","1.88","0.34","2.18","0.48","1.47","0.25","1.45","0.23","1.27","0.19","","","","","","","","","","","0.62","0.062","","","","","","","","","","","","","","","","","","","","","","","","","2109833",
"[25038]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - PROTEROZOIC / CHINA - PROTEROZOIC / GUANGXI PROVINCE / SIBAO GROUP","ANCHUI AREA OF RONGSHUI COUNTY AREA","25.3","25.3","109.2","109.2","SAE","","","s_JM06-2 [25038]","PYROXENITE [25038]","","","","PROTEROZOIC [25038]","","","","","PLU","","","","","WR [25038] ","39.19","0.87","","12.59","","2.59","11.03","","5.08","20.25","0.21","","0.06","0.02","0.07","","","","","","","","","","","","","","","","7.84","","","","","","","","","","","","","","","","","","","","","","","","1.01","","","","27.9","","228","1688","","","92.3","620","0.87","208","14.1","","","","","1.21","19.4","13.3","38.5","2.4","","","","","","","","","","","","0.4","2.6","4.47","8.17","1.22","5.59","1.36","0.47","1.79","0.33","2.11","0.47","1.48","0.24","1.53","0.21","1.22","0.19","","","","","","","","","","","0.53","0.057","","","","","","","","","","","","","","","","","","","","","","","","","2109834",
"[25041]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","NORTH CHINA CRATON / NORTH CHINA CRATON - EASTERN BLOCK / JIAOLIAO MICROBLOCK / YISHUI COMPLEX","QIANYANJIAPU","35.7703","35.7703","118.6658","118.6658","SAE","","","s_YS-14E [25041]","PYROXENITE [25041]","","","","ARCHEAN [25041]","","","","","PLU","","","","","WR [25041] ","49.52","0.3","","8.92","","","","9.76","6.59","20.27","0.17","","0.29","1.26","0.04","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.2","","168","2399","","","86.6","807","3.39","74.1","9.83","","","","","6.99","17.8","10","23.3","0.83","","","","","","","","","","","","","25.8","1.73","4.11","0.6","3.08","0.96","0.33","1.41","0.26","1.67","0.38","1.14","0.18","1.2","0.2","0.73","0.08","","","","","","","","","1.21","","0.31","0.06","","","","","","","","","","","","","","","","","","","","","","","","","2110100",
"[25051]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / HEBEI PROVINCE","LONGMENGOU AREA, LAIYUAN COMPLEX","39.17","39.58","114.25","115.25","SAE","","","s_LM31 [25051]","PYROXENITE [25051]","","","LOWER [25051]","CRETACEOUS [25051]","","","","","PLU","","","","","WR [25051] ","46.1192410586977","0.344984487614574","","7.19432675018975","","","","14.7268572634278","6.04022021797907","23.7024223059068","0.229434349491794","","0.6222108480001","0.951734211273981","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.3779934636666","719.310499509013","","","119.872770914765","405.10158601203","13.9390725414995","141.813443442202","","","","","","12.0099306612513","441.925161834346","6.50552920699057","48.2787066294107","2.75481990527817","0.350403566095166","","","","","","","","","","","0.321124238371256","310.295584340005","","29.8529084648902","","","","","","","","","","","","","","","","","","","","","","","","","0.724295060722954","","","","","","","","","","","","","","","","","","","","","","","","","","2114856",
"[25051]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / HEBEI PROVINCE","LONGMENGOU AREA, LAIYUAN COMPLEX","39.17","39.58","114.25","115.25","SAE","","","s_LM34 [25051]","PYROXENITE [25051]","","","LOWER [25051]","CRETACEOUS [25051]","","","","","PLU","","","","","WR [25051] ","46.9825689384357","1.24996875288247","","9.23316910599084","","","","13.1385199117951","6.67846742235196","21.3307459077925","0.202563810987891","","0.922450298771011","1.2035453519731","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","188.487352570358","903.713000707412","","","110.642009157022","485.336904528217","7.82117911683658","147.173816342976","","","","","","18.8227193079764","484.174777511488","17.084828887543","93.4158642207649","7.28173336737239","0.530916040223859","","","","","","","","","","","0.861833478589161","528.055268655184","","52.5923774143278","","","","","","","","","","","","","","","","","","","","","","","","","2.26453681319985","","","","","","","","","","","","","","","","","","","","","","","","","","2114857",
"[1594]","RIFT VOLCANICS","APPALACHIANS / NORTHERN APPALACHIANS / AVALON ZONE","THETFORD DISTRICT, MARITIMES BASIN, QUEBEC","46.08","46.08","-71.3","-71.3","SAE","","","s_UB-1-A [1594]","PYROXENITE [1594]","","","","","","","","","PLU","","","","","WR [1594] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0222","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","214164",
"[25182]","INTRAPLATE VOLCANICS","BALTIC SHIELD / BELOMORIAN PROVINCE / KOLA ALKALINE PROVINCE / TIKSHEOZERO MASSIF","","66.283","66.283","31.667","31.667","SAE","","","s_21-35 [25182]","PYROXENITE [25182]","","","","PROTEROZOIC [25182]","","","","","PLU","","","","","WR [25182] ","43.48","2.8","","12.76","","","","12.45","13.59","6.75","0.207","","1.71","2.52","0.44","","","","","","","","","","","","","","","","1.27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","354","100","","","47.8","96.5","","","","","","","","38.2","965","26.1","225","117","","","","","","","","","","","","","1211","58.7","129.7","14.5","59.8","10.3","3.3","8.3","1.1","5.8","1","2.8","0.32","2.1","0.29","5.4","8.7","","","","","","","","","3.2","","4.5","0.85","","","","","","","","","","","","","","","","","","","","","","","","","2142404",
"[25212]","INTRAPLATE VOLCANICS","ARABIAN-NUBIAN SHIELD / EGYPT / EASTERN DESERT / MOTAGHAIRAT COMPLEX","","23.85","23.85","35.4","35.4","SAE","","","s_335/7 [25212]","PYROXENITE [25212]","","","","PROTEROZOIC [25212]","","","","","PLU","","","","","WR [25212] ","45.65","1.08","","13.32","","","","11.02","9.36","16.44","0.17","","0.24","1.49","0","","","","","","","","","","","","","","","","0.29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1116","","","","439.6","","","","","","","","7.5","582.4","10.3","26","0.9","","","","","","","","","","","","","84.8","","","","","","","","","","","","","","","","","","","","","","","","","1.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","2148361",
"[25212]","INTRAPLATE VOLCANICS","ARABIAN-NUBIAN SHIELD / EGYPT / EASTERN DESERT / MOTAGHAIRAT COMPLEX","","23.85","23.85","35.4","35.4","SAE","","","s_335/8 [25212]","PYROXENITE [25212]","","","","PROTEROZOIC [25212]","","","","","PLU","","","","","WR [25212] ","45.07","1.57","","14.42","","","","11.73","9.71","13.69","0.19","","0.32","1.98","0.01","","","","","","","","","","","","","","","","0.32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","761.1","","","","269","","","","","","","","7.9","512.4","16","44.7","1.9","","","","","","","","","","","","","104.1","","","","","","","","","","","","","","","","","","","","","","","","","1.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","2148362",
"[25212]","INTRAPLATE VOLCANICS","ARABIAN-NUBIAN SHIELD / EGYPT / EASTERN DESERT / MOTAGHAIRAT COMPLEX","","23.85","23.85","35.4","35.4","SAE","","","s_335/6 [25212]","PYROXENITE [25212]","","","","PROTEROZOIC [25212]","","","","","PLU","","","","","WR [25212] ","44.96","1.28","","13.42","","","","10.85","11.49","14.06","0.2","","0.25","2.28","0","","","","","","","","","","","","","","","","0.46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","634.1","","","","275.4","","","","","","","","5.1","428.7","14","37.9","1.7","","","","","","","","","","","","","113.7","","","","","","","","","","","","","","","","","","","","","","","","","2.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","2148363",
"[417]","RIFT VOLCANICS","RIO GRANDE RIFT / ALBUQUERQUE BASIN / NEW MEXICO / POTRILLO VOLCANIC FIELD - KILBOURNE HOLE MAAR","KILBOURNE HOLE, DONA ANA COUNTY","32","32","-107","-107","SAE","","","s_R7634 [417]","PYROXENITE, SPINEL, XENOLITH [417]","","","","","","","","","PER","","","","","WR [417] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.3","","","","","","","","","","","","","","","","4.3","","2.28","12.97","3.31","1.28","5.63","0.55","","0.84","1.71","0.3","1.76","0.26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","215038",
"[417]","RIFT VOLCANICS","RIO GRANDE RIFT / ALBUQUERQUE BASIN / NEW MEXICO / POTRILLO VOLCANIC FIELD - KILBOURNE HOLE MAAR","KILBOURNE HOLE, DONA ANA COUNTY","32","32","-107","-107","SAE","","","s_R7629 [417]","PYROXENITE, GARNET [417]","","","","","","","","","PLU","","","","","WR [417] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.17","","","","","","","","","","","","","","","","1.45","3.97","0.56","3.02","0.89","0.31","1.46","0.28","","0.35","0.8","0.12","0.74","0.096","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","215040",
"[25232]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / YUNNAN PROVINCE / DALONGKAI INTRUSION","","23.4627","23.4627","101.5904","101.5904","SAE","","","s_ML18A [25232]","PYROXENITE, PLAGIOCLASE [25232]","","","","PERMIAN [25232]","","","","","PLU","","","","","WR [25232] ","40.06","0.55","","6.11","","","","12.76","4.41","26.6","0.25","","0.31","0.52","0.1","","","","","","","","","","","","","","","","5.15","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.6","3324","129","1941","","","110","893","55.5","152","7.8","","","","","10.4","104","11.4","44.5","1.51","","","","","","","","","","","","9.16","90.3","3.09","8.1","1.1","5.37","1.51","0.559","1.65","0.313","1.99","0.39","1.12","0.16","1.03","0.17","1.07","0.11","","","","","","","","","11.6","","0.34","0.11","0.5127","0.5124","","0.70537","0.70425","","","","","","","","","","","","","","","","","","","","2150696",
"[25232]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / YUNNAN PROVINCE / DALONGKAI INTRUSION","","23.4627","23.4627","101.5904","101.5904","SAE","","","s_ML18B [25232]","PYROXENITE, PLAGIOCLASE [25232]","","","","PERMIAN [25232]","","","","","PLU","","","","","WR [25232] ","39.64","0.66","","5.57","","","","12.71","4.15","27.3","0.26","","0.26","0.4","0.09","","","","","","","","","","","","","","","","5.85","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.8","3980","142","2089","","","114","940","49.8","170","7.56","","","","","10.2","77.8","12.5","54.2","1.73","","","","","","","","","","","","9.4","60.6","2.9","7.58","1.05","5.05","1.52","0.471","1.69","0.324","2.19","0.42","1.22","0.17","1.1","0.17","1.24","0.11","","","","","","","","","6.27","","0.37","0.13","","","","","","","","","","","","","","","","","","","","","","","","","2150697",
