"CITATIONS","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE MIN","LATITUDE MAX","LONGITUDE MIN","LONGITUDE MAX","LAND OR SEA","ELEVATION MIN","ELEVATION MAX","SAMPLE NAME","ROCK NAME","MIN. AGE (YRS.)","MAX. AGE (YRS.)","GEOL.","AGE","ERUPTION DAY","ERUPTION MONTH","ERUPTION YEAR","ROCK TEXTURE","ROCK TYPE","DRILL DEPTH MIN","DRILL DEPTHAX","ALTERATION","MINERAL","MATERIAL","SIO2(WT%)","TIO2(WT%)","B2O3(WT%)","AL2O3(WT%)","CR2O3(WT%)","FE2O3(WT%)","FEO(WT%)","FEOT(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","NIO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","H2OT(WT%)","CO2(WT%)","CO1(WT%)","F(WT%)","CL(WT%)","CL2(WT%)","OH(WT%)","CH4(WT%)","SO2(WT%)","SO3(WT%)","SO4(WT%)","S(WT%)","LOI(WT%)","VOLATILES(WT%)","O(WT%)","OTHERS(WT%)","HE(CCM/G)","HE(CCMSTP/G)","HE3(CCMSTP/G)","HE3(AT/G)","HE4(CCM/G)","HE4(CCMSTP/G)","HE4(AT/G)","HE4(MOLE/G)","HE4(NCC/G)","HE(NCC/G)","LI(PPM)","BE(PPM)","B(PPM)","C(PPM)","CO2(PPM)","F(PPM)","NA(PPM)","MG(PPM)","AL(PPM)","P(PPM)","S(PPM)","CL(PPM)","K(PPM)","CA(PPM)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","FE(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","SE(PPM)","BR(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","RU(PPM)","RH(PPM)","PD(PPM)","AG(PPM)","CD(PPM)","IN(PPM)","SN(PPM)","SB(PPM)","TE(PPM)","I(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","RE(PPM)","OS(PPM)","IR(PPM)","PT(PPM)","AU(PPM)","HG(PPM)","TL(PPM)","PB(PPM)","BI(PPM)","TH(PPM)","U(PPM)","ND143_ND144","ND143_ND144_INI","EPSILON_ND","SR87_SR86","SR87_SR86_INI","PB206_PB204","PB206_PB204_INI","PB207_PB204","PB207_PB204_INI","PB208_PB204","PB208_PB204_INI","OS184_OS188","OS186_OS188","OS187_OS186","OS187_OS188","RE187_OS186","RE187_OS188","HF176_HF177","HE3_HE4","HE3_HE4(R/R(A))","HE4_HE3","HE4_HE3(R/R(A))","K40_AR40","AR40_K40","UNIQUE_ID",
"[25232]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / YUNNAN PROVINCE / DALONGKAI INTRUSION","","23.4627","23.4627","101.5904","101.5904","SAE","","","s_ML18C [25232]","PYROXENITE, PLAGIOCLASE [25232]","","","","PERMIAN [25232]","","","","","PLU","","","","","WR [25232] ","39.71","0.65","","6.19","","","","12.43","4.44","26.44","0.27","","0.29","0.43","0.09","","","","","","","","","","","","","","","","6.17","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","3895","147","2015","","","114","938","57.2","194","7.95","","","","","10.8","109","11","41.9","1.52","","","","","","","","","","","","11.9","88.6","2.86","7.43","1.03","5.13","1.49","0.524","1.57","0.302","1.88","0.36","1.07","0.15","0.96","0.159","1.03","0.1","","","","","","","","","9.78","","0.29","0.16","","","","","","","","","","","","","","","","","","","","","","","","","2150698",
"[25232]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / YUNNAN PROVINCE / DALONGKAI INTRUSION","","23.4627","23.4627","101.5904","101.5904","SAE","","","s_ML18D [25232]","PYROXENITE, PLAGIOCLASE [25232]","","","","PERMIAN [25232]","","","","","PLU","","","","","WR [25232] ","38.74","0.63","","4.53","","","","12.52","3.84","27.78","0.17","","0.15","0.82","0.08","","","","","","","","","","","","","","","","7.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.6","3789","141","1953","","","127","1117","12.3","174","6.78","","","","","2.85","30.4","9.6","39.2","1.46","","","","","","","","","","","","6.89","7.3","2.39","6.25","0.84","4.12","1.19","0.374","1.26","0.238","1.58","0.31","0.86","0.12","0.82","0.127","0.924","0.1","","","","","","","","","3.33","","0.29","0.23","","","","","","","","","","","","","","","","","","","","","","","","","2150699",
"[25232]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / YUNNAN PROVINCE / DALONGKAI INTRUSION","","23.4627","23.4627","101.5904","101.5904","SAE","","","s_ML18E [25232]","PYROXENITE, PLAGIOCLASE [25232]","","","","PERMIAN [25232]","","","","","PLU","","","","","WR [25232] ","39.34","0.65","","4.93","","","","12.58","3.53","24.96","0.31","","0.21","0.59","0.09","","","","","","","","","","","","","","","","10.27","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.1","3900","144","1972","","","129","1203","26","164","7.72","","","","","4.56","52","11","47.2","1.75","","","","","","","","","","","","8.97","44.1","2.95","7.36","0.98","4.73","1.33","0.457","1.41","0.281","1.84","0.35","1","0.14","0.91","0.148","1.09","0.15","","","","","","","","","6.88","","0.36","0.28","0.51278","0.51247","","0.70588","0.7049","","","","","","","","","","","","","","","","","","","","2150700",
"[25232]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / YUNNAN PROVINCE / DALONGKAI INTRUSION","","23.4627","23.4627","101.5904","101.5904","SAE","","","s_ML18F [25232]","PYROXENITE, PLAGIOCLASE [25232]","","","","PERMIAN [25232]","","","","","PLU","","","","","WR [25232] ","38.33","0.6","","4.41","","","","12.62","3.23","26.68","0.18","","0.13","0.32","0.09","","","","","","","","","","","","","","","","9.63","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.51","3572","129","1606","","","113","1063","5.5","97.5","5.36","","","","","1.73","18.3","0.99","43.2","1.61","","","","","","","","","","","","1.39","1.22","0.38","1.39","0.203","1.01","0.303","0.105","0.323","0.066","0.445","0.082","0.229","0.029","0.185","0.027","1.02","0.16","","","","","","","","","2.55","","0.02","0.12","","","","","","","","","","","","","","","","","","","","","","","","","2150701",
"[25232]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / YUNNAN PROVINCE / DALONGKAI INTRUSION","","23.4627","23.4627","101.5904","101.5904","SAE","","","s_ML18J [25232]","PYROXENITE, PLAGIOCLASE [25232]","","","","PERMIAN [25232]","","","","","PLU","","","","","WR [25232] ","39.08","0.61","","4.92","","","","13.13","3.58","28.04","0.27","","0.29","0.68","0.09","","","","","","","","","","","","","","","","6.07","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.23","3667","129","1662","","","124","1008","45.9","156","5.28","","","","","5.31","16.6","0.83","38.2","1.33","","","","","","","","","","","","0.6","1.81","0.287","1.02","0.151","0.751","0.227","0.069","0.271","0.054","0.346","0.068","0.179","0.022","0.138","0.02","0.851","0.09","","","","","","","","","4.19","","0.01","0.22","","","","","","","","","","","","","","","","","","","","","","","","","2150702",
"[25293]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - PROTEROZOIC / CHINA - PROTEROZOIC / HEBEI PROVINCE / DAMIAO ANORTHOSITE COMPLEX","HEISHAN AND DONGDAWA OPEN PITS","41.16","41.16","117.87","117.87","SAE","","","s_TP-6-1 [25293]","PYROXENITE [25293]","","","","PROTEROZOIC [25293]","","","","","PLU","","","","","WR [25293] ","30.37","8.16","","2.39","","","","28.44","11.23","10.89","0.3","","0.02","0","4.21","","","","","","","","","","","","","","","","0.72","","","","","","","","","","","","","","0.42","0.09","","","","","","","","","","","","","45","","823","10.2","","","106","51.5","100","231","24.2","","","","","0.38","90.1","28.6","53.4","5.04","0.13","","","","","0.16","","","","","","0.04","3.45","23.7","56.5","8.59","44.5","8.93","2.79","9.69","0.98","5.25","0.99","2.33","0.29","1.82","0.19","1.46","0.33","0.04","","","","","","","0.05","","0","0.1","0.05","","","","","","","","","","","","","","","","","","","","","","","","","2160832",
"[25293]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - PROTEROZOIC / CHINA - PROTEROZOIC / HEBEI PROVINCE / DAMIAO ANORTHOSITE COMPLEX","HEISHAN AND DONGDAWA OPEN PITS","41.16","41.16","117.87","117.87","SAE","","","s_TP-8 [25293]","PYROXENITE [25293]","","","","PROTEROZOIC [25293]","","","","","PLU","","","","","WR [25293] ","31.74","7.1","","3.06","","","","26.3","11.15","11.52","0.27","","0.07","0","4.56","","","","","","","","","","","","","","","","1.3","","","","","","","","","","","","","","1.2","0.16","","","","","","","","","","","","","35","","657","7.83","","","107","48.5","96.6","213","24","","","","","0.55","102","27.8","40.2","4.34","0.11","","","","","0.1","","","","","","0.28","17.5","24.4","57.7","8.78","45.2","8.51","2.52","8.47","1.17","5.1","0.89","2.24","0.3","1.62","0.28","1.17","0.25","0.12","","","","","","","0.05","","0","0.11","0.03","","","","","","","","","","","","","","","","","","","","","","","","","2160833",
"[25293]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - PROTEROZOIC / CHINA - PROTEROZOIC / HEBEI PROVINCE / DAMIAO ANORTHOSITE COMPLEX","HEISHAN AND DONGDAWA OPEN PITS","41.16","41.16","117.87","117.87","SAE","","","s_TP-12 [25293]","PYROXENITE [25293]","","","","PROTEROZOIC [25293]","","","","","PLU","","","","","WR [25293] ","28.9","7.76","","2.93","","","","30.01","11.3","9.75","0.29","","0.03","0.1","4.5","","","","","","","","","","","","","","","","0.9","","","","","","","","","","","","","","1.31","0.19","","","","","","","","","","","","","26.2","","761","26.3","","","109","50.5","85.2","190","22","","","","","0.45","90.6","24.7","36.1","2","0.08","","","","","0.12","","","","","","0.21","9.66","23","58.2","8.15","45.6","8.97","2.32","8.68","0.93","4.66","0.82","2.24","0.32","1.39","0.24","0.85","0.05","0.05","","","","","","","0.02","","0.01","0.09","0.04","","","","","","","","","","","","","","","","","","","","","","","","","2160834",
"[25293]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - PROTEROZOIC / CHINA - PROTEROZOIC / HEBEI PROVINCE / DAMIAO ANORTHOSITE COMPLEX","HEISHAN AND DONGDAWA OPEN PITS","41.16","41.16","117.87","117.87","SAE","","","s_TP-14 [25293]","PYROXENITE [25293]","","","","PROTEROZOIC [25293]","","","","","PLU","","","","","WR [25293] ","28.79","9.47","","2.26","","","","29.02","10.9","10.35","0.34","","0.01","0","4.44","","","","","","","","","","","","","","","","1.07","","","","","","","","","","","","","","0.78","0.09","","","","","","","","","","","","","45.8","","702","5.58","","","109","33.3","103","226","31.1","","","","","0.42","97.7","36.2","56.7","2","0.17","","","","","0.18","","","","","","0.04","5.73","28.2","70.5","11.4","62.6","12.2","2.82","11.5","1.52","7.29","1.07","3.07","0.34","2.04","0.3","1.63","0.09","0.07","","","","","","","0.02","","0","0.07","0.07","","","","","","","","","","","","","","","","","","","","","","","","","2160835",
"[25293]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - PROTEROZOIC / CHINA - PROTEROZOIC / HEBEI PROVINCE / DAMIAO ANORTHOSITE COMPLEX","HEISHAN AND DONGDAWA OPEN PITS","41.16","41.16","117.87","117.87","SAE","","","s_TP-16 [25293]","PYROXENITE [25293]","","","","PROTEROZOIC [25293]","","","","","PLU","","","","","WR [25293] ","28.65","8.68","","3.48","","","","30.96","10.12","9.64","0.31","","0.05","0.24","3.46","","","","","","","","","","","","","","","","0.88","","","","","","","","","","","","","","1.01","0.16","","","","","","","","","","","","","49.4","","894","9.46","","","113","36.8","113","220","21.9","","","","","0.44","67.2","27.6","50.8","4.21","0.13","","","","","0.17","","","","","","0.12","4.52","18.7","45.8","7","37.5","7.68","2.6","7.2","0.9","4.7","0.96","2.16","0.33","2.09","0.26","1.49","0.25","0.09","","","","","","","0","","0","0.08","0.05","","","","","","","","","","","","","","","","","","","","","","","","","2160836",
"[25293]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - PROTEROZOIC / CHINA - PROTEROZOIC / HEBEI PROVINCE / DAMIAO ANORTHOSITE COMPLEX","HEISHAN AND DONGDAWA OPEN PITS","41.16","41.16","117.87","117.87","SAE","","","s_TP-18 [25293]","PYROXENITE [25293]","","","","PROTEROZOIC [25293]","","","","","PLU","","","","","WR [25293] ","29.89","8.86","","4.11","","","","30.37","9.71","8.44","0.3","","0.07","0.43","3.5","","","","","","","","","","","","","","","","0.88","","","","","","","","","","","","","","3.49","0.04","","","","","","","","","","","","","42.3","","991","14.3","","","107","36.3","79.7","270","23.5","","","","","0.35","91.6","25.1","47","0.89","0.12","","","","","0.14","","","","","","0.06","5.17","18.9","45.4","6.97","37.2","7.66","2.04","7.61","1.13","4.65","0.79","2.38","0.23","1.65","0.28","1.68","0.01","0.02","","","","","","","0","","0","0.07","0.05","","","","","","","","","","","","","","","","","","","","","","","","","2160837",
"[25293]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - PROTEROZOIC / CHINA - PROTEROZOIC / HEBEI PROVINCE / DAMIAO ANORTHOSITE COMPLEX","HEISHAN AND DONGDAWA OPEN PITS","41.16","41.16","117.87","117.87","SAE","","","s_TP-21 [25293]","PYROXENITE [25293]","","","","PROTEROZOIC [25293]","","","","","PLU","","","","","WR [25293] ","29.07","7.84","","3.63","","","","28.04","11.55","10.17","0.3","","0.03","0.08","4.71","","","","","","","","","","","","","","","","1.35","","","","","","","","","","","","","","3.04","0.09","","","","","","","","","","","","","39.7","","731","6.29","","","96.5","34","60","194","26.5","","","","","0.54","107","30.9","46.8","0.3","0.03","","","","","0.21","","","","","","0.23","16","25.5","60.7","9.15","47.5","9.8","3.05","9.88","1.14","6.2","1.13","2.87","0.37","1.64","0.26","1.23","0.03","0.11","","","","","","","0","","0","0.1","0.06","","","","","","","","","","","","","","","","","","","","","","","","","2160838",
"[25293]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - PROTEROZOIC / CHINA - PROTEROZOIC / HEBEI PROVINCE / DAMIAO ANORTHOSITE COMPLEX","HEISHAN AND DONGDAWA OPEN PITS","41.16","41.16","117.87","117.87","SAE","","","s_TP-22 [25293]","PYROXENITE [25293]","","","","PROTEROZOIC [25293]","","","","","PLU","","","","","WR [25293] ","31.13","6.48","","4.52","","","","26.43","11.54","10.05","0.27","","0.15","0.4","4.51","","","","","","","","","","","","","","","","1.48","","","","","","","","","","","","","","1.99","0.22","","","","","","","","","","","","","40.7","","676","10.1","","","107","35.4","71.8","207","24.7","","","","","1.3","130","29.7","38.5","2.29","0.12","","","","","0.11","","","","","","0.62","118","23.7","57","8.66","45.2","9.41","2.96","10.2","1.15","5.69","1.11","2.54","0.25","1.3","0.23","1","0.09","0.02","","","","","","","0.01","","0.01","0.15","0.04","","","","","","","","","","","","","","","","","","","","","","","","","2160839",
"[25293]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - PROTEROZOIC / CHINA - PROTEROZOIC / HEBEI PROVINCE / DAMIAO ANORTHOSITE COMPLEX","HEISHAN AND DONGDAWA OPEN PITS","41.16","41.16","117.87","117.87","SAE","","","s_TP-24 [25293]","PYROXENITE [25293]","","","","PROTEROZOIC [25293]","","","","","PLU","","","","","WR [25293] ","32.43","8.35","","3.08","","","","18.24","16.69","9.99","0.29","","0.02","0.11","5.95","","","","","","","","","","","","","","","","2.8","","","","","","","","","","","","","","1.55","0.34","","","","","","","","","","","","","35.1","","568","11.6","","","138","29.8","524","110","25.4","","","","","0.44","152","33.5","40.3","0.58","0.07","","","","","0.52","","","","","","0.04","9.77","29","69","10.5","55.7","10.9","3.32","10.6","1.19","6.58","0.96","2.73","0.32","1.81","0.3","1.09","0.03","0.12","","","","","","","0.02","","0","0.12","0.14","","","","","","","","","","","","","","","","","","","","","","","","","2160840",
"[25293]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - PROTEROZOIC / CHINA - PROTEROZOIC / HEBEI PROVINCE / DAMIAO ANORTHOSITE COMPLEX","HEISHAN AND DONGDAWA OPEN PITS","41.16","41.16","117.87","117.87","SAE","","","s_TP-30 [25293]","PYROXENITE [25293]","","","","PROTEROZOIC [25293]","","","","","PLU","","","","","WR [25293] ","35.77","5.82","","3.34","","","","21.51","12.87","11.64","0.25","","0.04","0.19","4.25","","","","","","","","","","","","","","","","1.84","","","","","","","","","","","","","","2.15","0.27","","","","","","","","","","","","","31.6","","469","10.3","","","89.4","25.9","78.2","180","22.1","","","","","0.39","88.7","25.4","29.7","1.33","0.12","","","","","0.17","","","","","","0.1","7.03","23.1","54.4","8.1","42.1","8.39","2.33","7.5","0.99","4.87","0.96","2.44","0.25","1.63","0.2","0.9","0.05","0.03","","","","","","","0","","0","0.09","0.03","","","","","","","","","","","","","","","","","","","","","","","","","2160841",
"[25293]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - PROTEROZOIC / CHINA - PROTEROZOIC / HEBEI PROVINCE / DAMIAO ANORTHOSITE COMPLEX","HEISHAN AND DONGDAWA OPEN PITS","41.16","41.16","117.87","117.87","SAE","","","s_TP-34 [25293]","PYROXENITE [25293]","","","","PROTEROZOIC [25293]","","","","","PLU","","","","","WR [25293] ","26.49","9.29","","2.33","","","","30.51","12.65","8.9","0.31","","0.01","0.02","5.44","","","","","","","","","","","","","","","","0.64","","","","","","","","","","","","","","1.61","0.07","","","","","","","","","","","","","40.1","","754","14.8","","","104","31.9","79.7","230","24.9","","","","","0.27","87.1","29.5","37.9","0.12","0.12","","","","","0.12","","","","","","0.05","3.88","23.8","59.3","9.19","48.9","9.47","2.61","8.69","1.33","5.78","1","2.87","0.35","2.32","0.32","1.25","0.02","0.03","","","","","","","0.01","","0.01","0.12","0.05","","","","","","","","","","","","","","","","","","","","","","","","","2160842",
"[25293]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - PROTEROZOIC / CHINA - PROTEROZOIC / HEBEI PROVINCE / DAMIAO ANORTHOSITE COMPLEX","HEISHAN AND DONGDAWA OPEN PITS","41.16","41.16","117.87","117.87","SAE","","","s_TP-36 [25293]","PYROXENITE [25293]","","","","PROTEROZOIC [25293]","","","","","PLU","","","","","WR [25293] ","27.26","8.38","","3.79","","","","27.33","12.92","8.87","0.31","","0.04","0.2","6.07","","","","","","","","","","","","","","","","1.7","","","","","","","","","","","","","","3.03","0.18","","","","","","","","","","","","","32.7","","717","14.2","","","102","28.8","91.3","214","29.2","","","","","0.54","121","35.5","37.7","1.33","0.15","","","","","0.24","","","","","","0.09","17.8","30.6","71.8","11","56.4","11.4","3.4","12.9","1.47","6.65","0.99","2.99","0.33","2.25","0.32","1.19","0.06","0.06","","","","","","","0.02","","0.01","0.12","0.05","","","","","","","","","","","","","","","","","","","","","","","","","2160843",
"[25293]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - PROTEROZOIC / CHINA - PROTEROZOIC / HEBEI PROVINCE / DAMIAO ANORTHOSITE COMPLEX","HEISHAN AND DONGDAWA OPEN PITS","41.16","41.16","117.87","117.87","SAE","","","s_TP-37 [25293]","PYROXENITE [25293]","","","","PROTEROZOIC [25293]","","","","","PLU","","","","","WR [25293] ","31.66","6.66","","5.72","","","","26.82","10.81","9.02","0.27","","0.25","0.69","3.4","","","","","","","","","","","","","","","","1.66","","","","","","","","","","","","","","3.34","0.28","","","","","","","","","","","","","45.3","","795","19.8","","","98.5","38.2","80","220","24.5","","","","","2.7","197","29.4","40.4","1.43","0.15","","","","","0.21","","","","","","1.52","117","20.7","50.5","7.8","42.2","9.02","2.97","9.56","0.87","5.33","1","2.61","0.36","2.16","0.27","1.61","0.04","0.1","","","","","","","0.03","","0.01","0.09","0.04","","","","","","","","","","","","","","","","","","","","","","","","","2160844",
"[25293]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - PROTEROZOIC / CHINA - PROTEROZOIC / HEBEI PROVINCE / DAMIAO ANORTHOSITE COMPLEX","HEISHAN AND DONGDAWA OPEN PITS","41.16","41.16","117.87","117.87","SAE","","","s_TP-40 [25293]","PYROXENITE [25293]","","","","PROTEROZOIC [25293]","","","","","PLU","","","","","WR [25293] ","27.26","8.68","","3.79","","","","29.36","11.24","9.4","0.29","","0.1","0.2","4.97","","","","","","","","","","","","","","","","1.34","","","","","","","","","","","","","","1.46","0.2","","","","","","","","","","","","","35.1","","788","10.3","","","104","37.7","90.1","255","26.2","","","","","1.59","115","32.6","44.6","2.82","0.15","","","","","0.17","","","","","","0.76","33.7","25.8","62.4","9.47","50.1","10.4","3.07","10.2","1.15","5.2","1.01","2.92","0.38","1.78","0.29","1.49","0.12","0.06","","","","","","","0.06","","0.01","0.1","0.03","","","","","","","","","","","","","","","","","","","","","","","","","2160845",
"[25293]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - PROTEROZOIC / CHINA - PROTEROZOIC / HEBEI PROVINCE / DAMIAO ANORTHOSITE COMPLEX","HEISHAN AND DONGDAWA OPEN PITS","41.16","41.16","117.87","117.87","SAE","","","s_TP-46 [25293]","PYROXENITE [25293]","","","","PROTEROZOIC [25293]","","","","","PLU","","","","","WR [25293] ","24.58","10.42","","2.38","","","","33.73","9.78","9.58","0.34","","0.01","0","4.48","","","","","","","","","","","","","","","","0.86","","","","","","","","","","","","","","0.68","0.06","","","","","","","","","","","","","42.9","","903","9.57","","","124","39.8","107","272","31.5","","","","","0.69","85.6","34.2","50.6","3.16","0.19","","","","","0.1","","","","","","0.08","4.27","28.3","71","10.8","59.8","12","3.19","11.3","1.68","6.4","0.91","2.36","0.31","2.2","0.24","1.4","0.18","0.06","","","","","","","0.03","","0","0.1","0.03","","","","","","","","","","","","","","","","","","","","","","","","","2160846",
"[25293]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - PROTEROZOIC / CHINA - PROTEROZOIC / HEBEI PROVINCE / DAMIAO ANORTHOSITE COMPLEX","HEISHAN AND DONGDAWA OPEN PITS","41.16","41.16","117.87","117.87","SAE","","","s_TP-47 [25293]","PYROXENITE [25293]","","","","PROTEROZOIC [25293]","","","","","PLU","","","","","WR [25293] ","30.13","7.62","","4.63","","","","28.25","10.48","9.51","0.29","","0.13","0.41","3.9","","","","","","","","","","","","","","","","1.45","","","","","","","","","","","","","","3.54","0.25","","","","","","","","","","","","","36.3","","769","12.8","","","114","37.5","86","251","24.3","","","","","1.38","126","28.7","41.1","2.68","0.13","","","","","0.05","","","","","","0.48","51.5","21.4","52.8","7.96","42.6","8.99","2.67","8.52","0.98","5.29","0.94","2.65","0.4","1.39","0.25","1.24","0.15","0.02","","","","","","","0.03","","0","0.1","0.03","","","","","","","","","","","","","","","","","","","","","","","","","2160847",
